ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
GO:0043255;regulation of carbohydrate biosynthetic process;2/260;51/21505;0.12645569934437154;0.39254496270305783;0.31803411330108855;ADO3/AtNUDT7;2
GO:1904659;glucose transmembrane transport;2/260;51/21505;0.12645569934437154;0.39254496270305783;0.31803411330108855;ATPLT5/ATSTP13;2
GO:0000271;polysaccharide biosynthetic process;5/260;219/21505;0.12720507474029255;0.39254496270305783;0.31803411330108855;ADO3/OSU1/GATL10/GATL2/AtNUDT7;5
GO:0009968;negative regulation of signal transduction;3/260;103/21505;0.1290370584004315;0.39254496270305783;0.31803411330108855;ATERF3/AIP2/GATA21;3
GO:0008645;hexose transmembrane transport;2/260;52/21505;0.1305142193602228;0.39254496270305783;0.31803411330108855;ATPLT5/ATSTP13;2
GO:0016144;S-glycoside biosynthetic process;2/260;52/21505;0.1305142193602228;0.39254496270305783;0.31803411330108855;ATWRKY70/CYP81F2;2
GO:0019758;glycosinolate biosynthetic process;2/260;52/21505;0.1305142193602228;0.39254496270305783;0.31803411330108855;ATWRKY70/CYP81F2;2
GO:0019761;glucosinolate biosynthetic process;2/260;52/21505;0.1305142193602228;0.39254496270305783;0.31803411330108855;ATWRKY70/CYP81F2;2
GO:0009909;regulation of flower development;4/260;161/21505;0.13152429137311641;0.39254496270305783;0.31803411330108855;ADO3/EVR/GATA21/HIPP3;4
GO:0009741;response to brassinosteroid;3/260;104/21505;0.13175393786507117;0.39254496270305783;0.31803411330108855;ATSERK4/ATWRKY46/ATWRKY70;3
GO:0098754;detoxification;3/260;104/21505;0.13175393786507117;0.39254496270305783;0.31803411330108855;ATGSTU26/ATGSTU11/ATGSTF13;3
GO:0071482;cellular response to light stimulus;3/260;105/21505;0.13449082332197013;0.39254496270305783;0.31803411330108855;ARR4/PAPP2C/BIC2;3
GO:0015749;monosaccharide transmembrane transport;2/260;53/21505;0.134602552223098;0.39254496270305783;0.31803411330108855;ATPLT5/ATSTP13;2
GO:0071489;cellular response to red or far red light;2/260;53/21505;0.134602552223098;0.39254496270305783;0.31803411330108855;ARR4/PAPP2C;2
GO:0009608;response to symbiont;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;HR4;1
GO:0015865;purine nucleotide transport;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;AAC2;1
GO:0050665;hydrogen peroxide biosynthetic process;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;AtBBE22;1
GO:0071491;cellular response to red light;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;PAPP2C;1
GO:0072659;protein localization to plasma membrane;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;AT-SYR1;1
GO:0080186;developmental vegetative growth;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;LDAP3;1
GO:1902584;positive regulation of response to water deprivation;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;LDAP3;1
GO:1990641;response to iron ion starvation;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;FEP1;1
GO:1990778;protein localization to cell periphery;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;AT-SYR1;1
GO:2001006;regulation of cellulose biosynthetic process;1/260;12/21505;0.1358459998243221;0.39254496270305783;0.31803411330108855;ADO3;1
GO:0010648;negative regulation of cell communication;3/260;107/21505;0.14002313602986852;0.401926875514307;0.32563520006946173;ATERF3/AIP2/GATA21;3
GO:0023057;negative regulation of signaling;3/260;107/21505;0.14002313602986852;0.401926875514307;0.32563520006946173;ATERF3/AIP2/GATA21;3
GO:0006812;cation transport;8/260;423/21505;0.14224368186215464;0.4025569650330721;0.32614568926290566;ABCG40/LAC3/FEP1/AMT2/ACA13/MCU4/ATBCB/HIPP3;8
GO:0006575;cellular modified amino acid metabolic process;3/260;109/21505;0.145631043377271;0.4025569650330721;0.32614568926290566;ATGSTU26/ATGSTU11/ATGSTF13;3
GO:0007064;mitotic sister chromatid cohesion;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;"NA";1
GO:0007155;cell adhesion;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;FRB1;1
GO:0010315;auxin efflux;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;ABCB4;1
GO:0022610;biological adhesion;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;FRB1;1
GO:0022898;regulation of transmembrane transporter activity;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;ATCDPK3;1
GO:0032409;regulation of transporter activity;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;ATCDPK3;1
GO:0032412;regulation of ion transmembrane transporter activity;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;ATCDPK3;1
GO:0032950;regulation of beta-glucan metabolic process;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;ADO3;1
GO:0032951;regulation of beta-glucan biosynthetic process;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;ADO3;1
GO:0051098;regulation of binding;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;"NA";1
GO:1903426;regulation of reactive oxygen species biosynthetic process;1/260;13/21505;0.14629963775507482;0.4025569650330721;0.32614568926290566;AtBBE22;1
GO:0071322;cellular response to carbohydrate stimulus;2/260;56/21505;0.14703349845056632;0.4032918814644105;0.3267411076679252;ATBT2/GATA21;2
GO:0071478;cellular response to radiation;3/260;110/21505;0.1484624225057681;0.40592257292716344;0.3288724549178408;ARR4/PAPP2C/BIC2;3
GO:0015995;chlorophyll biosynthetic process;2/260;57/21505;0.15122828647237627;0.41218056628433153;0.3339425884248057;ABAR/GATA21;2
GO:0042545;cell wall modification;4/260;171/21505;0.1534758650986615;0.41699102970202373;0.3378399546196951;ATFH4/AT-EXP1/GGP/CYP81F2;4
GO:0009740;gibberellic acid mediated signaling pathway;2/260;58/21505;0.1554466208628479;0.41883157632639934;0.3393311382274069;GAMMA-TIP/GATA21;2
GO:0010037;response to carbon dioxide;1/260;14/21505;0.1566272989398727;0.41883157632639934;0.3393311382274069;ATBCA1;1
GO:0045840;positive regulation of mitotic nuclear division;1/260;14/21505;0.1566272989398727;0.41883157632639934;0.3393311382274069;"NA";1
GO:0062033;positive regulation of mitotic sister chromatid segregation;1/260;14/21505;0.1566272989398727;0.41883157632639934;0.3393311382274069;"NA";1
GO:0072347;response to anesthetic;1/260;14/21505;0.1566272989398727;0.41883157632639934;0.3393311382274069;ATBCA1;1
GO:0033044;regulation of chromosome organization;3/260;113/21505;0.15706184112239976;0.41883157632639934;0.3393311382274069;NA/atPARG2/AtPOT1b;3
GO:0006816;calcium ion transport;2/260;59/21505;0.15968732574954372;0.4219261450997119;0.3418383120020814;ACA13/MCU4;2
GO:0006874;cellular calcium ion homeostasis;2/260;59/21505;0.15968732574954372;0.4219261450997119;0.3418383120020814;MCU4/ATGLR1.2;2
GO:0010476;gibberellin mediated signaling pathway;2/260;59/21505;0.15968732574954372;0.4219261450997119;0.3418383120020814;GAMMA-TIP/GATA21;2
GO:0000303;response to superoxide;1/260;15/21505;0.16683049573274578;0.4328575024417188;0.3506947357745407;ATP8;1
GO:0000305;response to oxygen radical;1/260;15/21505;0.16683049573274578;0.4328575024417188;0.3506947357745407;ATP8;1
GO:0009938;negative regulation of gibberellic acid mediated signaling pathway;1/260;15/21505;0.16683049573274578;0.4328575024417188;0.3506947357745407;GATA21;1
GO:0060401;cytosolic calcium ion transport;1/260;15/21505;0.16683049573274578;0.4328575024417188;0.3506947357745407;MCU4;1
GO:1902456;regulation of stomatal opening;1/260;15/21505;0.16683049573274578;0.4328575024417188;0.3506947357745407;ATCDPK3;1
GO:1903829;positive regulation of cellular protein localization;1/260;15/21505;0.16683049573274578;0.4328575024417188;0.3506947357745407;"NA";1
GO:0055074;calcium ion homeostasis;2/260;61/21505;0.16823126703791522;0.4351850740142477;0.35258049978006184;MCU4/ATGLR1.2;2
GO:0034219;carbohydrate transmembrane transport;2/260;62/21505;0.17253227394653342;0.44049240390436356;0.35688041982992413;ATPLT5/ATSTP13;2
GO:0071370;cellular response to gibberellin stimulus;2/260;62/21505;0.17253227394653342;0.44049240390436356;0.35688041982992413;GAMMA-TIP/GATA21;2
GO:0006826;iron ion transport;2/260;63/21505;0.1768511915376326;0.44049240390436356;0.35688041982992413;LAC3/FEP1;2
GO:0009808;lignin metabolic process;2/260;63/21505;0.1768511915376326;0.44049240390436356;0.35688041982992413;ATCCR2/ATBCB;2
GO:0006862;nucleotide transport;1/260;16/21505;0.17691072240140526;0.44049240390436356;0.35688041982992413;AAC2;1
GO:0006949;syncytium formation;1/260;16/21505;0.17691072240140526;0.44049240390436356;0.35688041982992413;AT-EXP1;1
GO:0009870;defense response signaling pathway, resistance gene-dependent;1/260;16/21505;0.17691072240140526;0.44049240390436356;0.35688041982992413;AtNUDT7;1
GO:0016115;terpenoid catabolic process;1/260;16/21505;0.17691072240140526;0.44049240390436356;0.35688041982992413;ATGA2OX2;1
GO:0035435;phosphate ion transmembrane transport;1/260;16/21505;0.17691072240140526;0.44049240390436356;0.35688041982992413;DIC2;1
GO:0051984;positive regulation of chromosome segregation;1/260;16/21505;0.17691072240140526;0.44049240390436356;0.35688041982992413;"NA";1
GO:0052325;cell wall pectin biosynthetic process;1/260;16/21505;0.17691072240140526;0.44049240390436356;0.35688041982992413;OSU1;1
GO:0071712;ER-associated misfolded protein catabolic process;1/260;16/21505;0.17691072240140526;0.44049240390436356;0.35688041982992413;ATRMA1;1
GO:2000038;regulation of stomatal complex development;1/260;16/21505;0.17691072240140526;0.44049240390436356;0.35688041982992413;ATBCA1;1
GO:0048831;regulation of shoot system development;5/260;247/21505;0.1804031701973664;0.4411344519565541;0.357400597649986;ADO3/EVR/ATWRKY70/GATA21/HIPP3;5
GO:0018958;phenol-containing compound metabolic process;2/260;64/21505;0.18118696370752266;0.4411344519565541;0.357400597649986;CAD1/ATICS1;2
GO:0045229;external encapsulating structure organization;6/260;314/21505;0.18148812191162814;0.4411344519565541;0.357400597649986;ATFH4/AT-EXP1/OSU1/GGP/EXT13/CYP81F2;6
GO:0009644;response to high light intensity;2/260;65/21505;0.18553855708705583;0.4411344519565541;0.357400597649986;STZ/ATERF6;2
GO:0048366;leaf development;7/260;385/21505;0.1865042792999703;0.4411344519565541;0.357400597649986;ATSERK4/anac036/ATNHL10/ATMLO12/ATWRKY70/AtWRKY22/AtLEA5;7
GO:0002238;response to molecule of fungal origin;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;AtRLP23;1
GO:0006278;RNA-dependent DNA biosynthetic process;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;AtPOT1b;1
GO:0007004;telomere maintenance via telomerase;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;AtPOT1b;1
GO:0010105;negative regulation of ethylene-activated signaling pathway;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;ATERF3;1
GO:0010506;regulation of autophagy;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;ATWRKY33;1
GO:0010555;response to mannitol;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;AtRLP23;1
GO:0031408;oxylipin biosynthetic process;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;PLA;1
GO:0051054;positive regulation of DNA metabolic process;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;ATBT2;1
GO:0051553;flavone biosynthetic process;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;UGT73C6;1
GO:0051555;flavonol biosynthetic process;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;UGT73C6;1
GO:0070298;negative regulation of phosphorelay signal transduction system;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;ATERF3;1
GO:1900425;negative regulation of defense response to bacterium;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;"NA";1
GO:2000904;regulation of starch metabolic process;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;AtNUDT7;1
GO:2001057;reactive nitrogen species metabolic process;1/260;17/21505;0.18686945534270694;0.4411344519565541;0.357400597649986;ATP8;1
GO:0071214;cellular response to abiotic stimulus;4/260;187/21505;0.19117399819179293;0.44725222222990413;0.3623571244918205;ARR4/PAPP2C/BIC2/AtLEA5;4
GO:0104004;cellular response to environmental stimulus;4/260;187/21505;0.19117399819179293;0.44725222222990413;0.3623571244918205;ARR4/PAPP2C/BIC2/AtLEA5;4
GO:0016143;S-glycoside metabolic process;3/260;125/21505;0.19286352389300548;0.44725222222990413;0.3623571244918205;ATWRKY70/BGLU30/CYP81F2;3
GO:0019757;glycosinolate metabolic process;3/260;125/21505;0.19286352389300548;0.44725222222990413;0.3623571244918205;ATWRKY70/BGLU30/CYP81F2;3
GO:0019760;glucosinolate metabolic process;3/260;125/21505;0.19286352389300548;0.44725222222990413;0.3623571244918205;ATWRKY70/BGLU30/CYP81F2;3
GO:0006779;porphyrin-containing compound biosynthetic process;2/260;67/21505;0.19428518532668448;0.44725222222990413;0.3623571244918205;ABAR/GATA21;2
GO:0009697;salicylic acid biosynthetic process;1/260;18/21505;0.19670815329555968;0.44725222222990413;0.3623571244918205;ATICS1;1
GO:0010380;regulation of chlorophyll biosynthetic process;1/260;18/21505;0.19670815329555968;0.44725222222990413;0.3623571244918205;GATA21;1
GO:0010833;telomere maintenance via telomere lengthening;1/260;18/21505;0.19670815329555968;0.44725222222990413;0.3623571244918205;AtPOT1b;1
GO:0031407;oxylipin metabolic process;1/260;18/21505;0.19670815329555968;0.44725222222990413;0.3623571244918205;PLA;1
GO:0051552;flavone metabolic process;1/260;18/21505;0.19670815329555968;0.44725222222990413;0.3623571244918205;UGT73C6;1
GO:0051554;flavonol metabolic process;1/260;18/21505;0.19670815329555968;0.44725222222990413;0.3623571244918205;UGT73C6;1
GO:0071333;cellular response to glucose stimulus;1/260;18/21505;0.19670815329555968;0.44725222222990413;0.3623571244918205;GATA21;1
GO:1903959;regulation of anion transmembrane transport;1/260;18/21505;0.19670815329555968;0.44725222222990413;0.3623571244918205;ATCDPK3;1
GO:0048527;lateral root development;3/260;128/21505;0.20211640372146003;0.4561814842041037;0.3695914802579544;ATP8/ATWRKY46/ATPLT5;3
GO:0010337;regulation of salicylic acid metabolic process;1/260;19/21505;0.20642825755130256;0.4561814842041037;0.3695914802579544;CAD1;1
GO:0015743;malate transport;1/260;19/21505;0.20642825755130256;0.4561814842041037;0.3695914802579544;DIC2;1
GO:0044070;regulation of anion transport;1/260;19/21505;0.20642825755130256;0.4561814842041037;0.3695914802579544;ATCDPK3;1
GO:0051785;positive regulation of nuclear division;1/260;19/21505;0.20642825755130256;0.4561814842041037;0.3695914802579544;"NA";1
GO:1901463;regulation of tetrapyrrole biosynthetic process;1/260;19/21505;0.20642825755130256;0.4561814842041037;0.3695914802579544;GATA21;1
GO:1990069;stomatal opening;1/260;19/21505;0.20642825755130256;0.4561814842041037;0.3695914802579544;ATCDPK3;1
GO:2000762;regulation of phenylpropanoid metabolic process;1/260;19/21505;0.20642825755130256;0.4561814842041037;0.3695914802579544;ATBCB;1
GO:0006612;protein targeting to membrane;2/260;70/21505;0.2074992167733944;0.4561814842041037;0.3695914802579544;AT-SYR1/ATSYP122;2
GO:0033014;tetrapyrrole biosynthetic process;2/260;70/21505;0.2074992167733944;0.4561814842041037;0.3695914802579544;ABAR/GATA21;2
GO:0042537;benzene-containing compound metabolic process;2/260;70/21505;0.2074992167733944;0.4561814842041037;0.3695914802579544;CAD1/ATICS1;2
GO:0072503;cellular divalent inorganic cation homeostasis;2/260;70/21505;0.2074992167733944;0.4561814842041037;0.3695914802579544;MCU4/ATGLR1.2;2
GO:1901659;glycosyl compound biosynthetic process;2/260;70/21505;0.2074992167733944;0.4561814842041037;0.3695914802579544;ATWRKY70/CYP81F2;2
GO:0016051;carbohydrate biosynthetic process;6/260;331/21505;0.21296973379868825;0.4604321920417219;0.3730353407745432;ADO3/OSU1/GATL10/GATL2/AtNUDT7/GGP;6
GO:0015849;organic acid transport;3/260;132/21505;0.21461063470822636;0.4604321920417219;0.3730353407745432;ABCG40/DIC2/LHT7;3
GO:0046942;carboxylic acid transport;3/260;132/21505;0.21461063470822636;0.4604321920417219;0.3730353407745432;ABCG40/DIC2/LHT7;3
GO:0010959;regulation of metal ion transport;1/260;20/21505;0.21603119216159128;0.4604321920417219;0.3730353407745432;FEP1;1
GO:0015850;organic hydroxy compound transport;1/260;20/21505;0.21603119216159128;0.4604321920417219;0.3730353407745432;ABCG40;1
GO:0030307;positive regulation of cell growth;1/260;20/21505;0.21603119216159128;0.4604321920417219;0.3730353407745432;SAUR78;1
GO:0042447;hormone catabolic process;1/260;20/21505;0.21603119216159128;0.4604321920417219;0.3730353407745432;ATGA2OX2;1
GO:0043068;positive regulation of programmed cell death;1/260;20/21505;0.21603119216159128;0.4604321920417219;0.3730353407745432;AtGH3.12;1
GO:0051348;negative regulation of transferase activity;1/260;20/21505;0.21603119216159128;0.4604321920417219;0.3730353407745432;AtPOT1b;1
GO:0071326;cellular response to monosaccharide stimulus;1/260;20/21505;0.21603119216159128;0.4604321920417219;0.3730353407745432;GATA21;1
GO:0071331;cellular response to hexose stimulus;1/260;20/21505;0.21603119216159128;0.4604321920417219;0.3730353407745432;GATA21;1
GO:0009734;auxin-activated signaling pathway;2/260;72/21505;0.21636049764923507;0.4604321920417219;0.3730353407745432;ABCB4/ATBT2;2
GO:0010102;lateral root morphogenesis;2/260;72/21505;0.21636049764923507;0.4604321920417219;0.3730353407745432;ATP8/ATPLT5;2
GO:0090351;seedling development;4/260;198/21505;0.21861843626187824;0.46409417427582994;0.37600222452902893;ATSERK4/LecRK-VI.2/LecRK-VI.3/GATA21;4
GO:0010101;post-embryonic root morphogenesis;2/260;73/21505;0.22080406105282666;0.4661432215795524;0.37766233229824847;ATP8/ATPLT5;2
GO:0016036;cellular response to phosphate starvation;2/260;74/21505;0.2252551057264575;0.4661432215795524;0.37766233229824847;ATWRKY6/AT4;2
GO:0009785;blue light signaling pathway;1/260;21/21505;0.2255183641438112;0.4661432215795524;0.37766233229824847;BIC2;1
GO:0015740;C4-dicarboxylate transport;1/260;21/21505;0.2255183641438112;0.4661432215795524;0.37766233229824847;DIC2;1
GO:0030198;extracellular matrix organization;1/260;21/21505;0.2255183641438112;0.4661432215795524;0.37766233229824847;AT3-MMP;1
GO:0030522;intracellular receptor signaling pathway;1/260;21/21505;0.2255183641438112;0.4661432215795524;0.37766233229824847;BIC2;1
GO:0042136;neurotransmitter biosynthetic process;1/260;21/21505;0.2255183641438112;0.4661432215795524;0.37766233229824847;ATP8;1
GO:0043062;extracellular structure organization;1/260;21/21505;0.2255183641438112;0.4661432215795524;0.37766233229824847;AT3-MMP;1
GO:0051017;actin filament bundle assembly;1/260;21/21505;0.2255183641438112;0.4661432215795524;0.37766233229824847;"NA";1
GO:0051260;protein homooligomerization;1/260;21/21505;0.2255183641438112;0.4661432215795524;0.37766233229824847;"NA";1
GO:0061572;actin filament bundle organization;1/260;21/21505;0.2255183641438112;0.4661432215795524;0.37766233229824847;"NA";1
GO:0006109;regulation of carbohydrate metabolic process;2/260;75/21505;0.22971280507552097;0.47306751846858663;0.38327229505556787;ADO3/AtNUDT7;2
GO:0031668;cellular response to extracellular stimulus;4/260;203/21505;0.23143053077905001;0.47306751846858663;0.38327229505556787;ATWRKY6/AtLEA5/AT4/ATL31;4
GO:0051188;cofactor biosynthetic process;5/260;272/21505;0.23368574791418803;0.47306751846858663;0.38327229505556787;ATICS1/AtBBE22/GGP/ABAR/GATA21;5
GO:0009110;vitamin biosynthetic process;2/260;76/21505;0.2341763512512395;0.47306751846858663;0.38327229505556787;ATICS1/GGP;2
GO:0035967;cellular response to topologically incorrect protein;2/260;76/21505;0.2341763512512395;0.47306751846858663;0.38327229505556787;Hsp70b/ATRMA1;2
GO:0032507;maintenance of protein location in cell;1/260;22/21505;0.23489116368405516;0.47306751846858663;0.38327229505556787;AT-SYR1;1
GO:0045185;maintenance of protein location;1/260;22/21505;0.23489116368405516;0.47306751846858663;0.38327229505556787;AT-SYR1;1
GO:0045824;negative regulation of innate immune response;1/260;22/21505;0.23489116368405516;0.47306751846858663;0.38327229505556787;AtGILP;1
GO:0045931;positive regulation of mitotic cell cycle;1/260;22/21505;0.23489116368405516;0.47306751846858663;0.38327229505556787;"NA";1
GO:0072348;sulfur compound transport;1/260;22/21505;0.23489116368405516;0.47306751846858663;0.38327229505556787;DIC2;1
GO:1902532;negative regulation of intracellular signal transduction;1/260;22/21505;0.23489116368405516;0.47306751846858663;0.38327229505556787;ATERF3;1
GO:0051235;maintenance of location;2/260;77/21505;0.23864495482119694;0.47950986271049806;0.3884917869182276;LDAP3/AT-SYR1;2
GO:0048528;post-embryonic root development;3/260;141/21505;0.24327360868568473;0.4838220944673585;0.391985493202721;ATP8/ATWRKY46/ATPLT5;3
GO:0001678;cellular glucose homeostasis;1/260;23/21505;0.2441509643376948;0.4838220944673585;0.391985493202721;GATA21;1
GO:0009593;detection of chemical stimulus;1/260;23/21505;0.2441509643376948;0.4838220944673585;0.391985493202721;AtRLP23;1
GO:0010187;negative regulation of seed germination;1/260;23/21505;0.2441509643376948;0.4838220944673585;0.391985493202721;GATA21;1
GO:0051181;cofactor transport;1/260;23/21505;0.2441509643376948;0.4838220944673585;0.391985493202721;GAMMA-TIP;1
GO:0071218;cellular response to misfolded protein;1/260;23/21505;0.2441509643376948;0.4838220944673585;0.391985493202721;ATRMA1;1
GO:0071496;cellular response to external stimulus;4/260;209/21505;0.24704152410767913;0.4874174665225319;0.3948984103770513;ATWRKY6/AtLEA5/AT4/ATL31;4
GO:0015994;chlorophyll metabolic process;2/260;80/21505;0.2520734850432972;0.4874174665225319;0.3948984103770513;ABAR/GATA21;2
GO:0019852;L-ascorbic acid metabolic process;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;GGP;1
GO:0019853;L-ascorbic acid biosynthetic process;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;GGP;1
GO:0030261;chromosome condensation;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;"NA";1
GO:0034765;regulation of ion transmembrane transport;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;ATCDPK3;1
GO:0036003;positive regulation of transcription from RNA polymerase II promoter in response to stress;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;AT-HSFB1;1
GO:0050777;negative regulation of immune response;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;AtGILP;1
GO:0051050;positive regulation of transport;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;FEP1;1
GO:0061408;positive regulation of transcription from RNA polymerase II promoter in response to heat stress;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;AT-HSFB1;1
GO:0090056;regulation of chlorophyll metabolic process;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;GATA21;1
GO:1900426;positive regulation of defense response to bacterium;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;"NA";1
GO:2000031;regulation of salicylic acid mediated signaling pathway;1/260;24/21505;0.25329912322756576;0.4874174665225319;0.3948984103770513;ATWRKY70;1
GO:0046148;pigment biosynthetic process;3/260;145/21505;0.25620952678283854;0.49040559898350017;0.3973193510282988;UGT73C6/ABAR/GATA21;3
GO:0035966;response to topologically incorrect protein;2/260;81/21505;0.25655478094970147;0.49040559898350017;0.3973193510282988;Hsp70b/ATRMA1;2
GO:0072507;divalent inorganic cation homeostasis;2/260;81/21505;0.25655478094970147;0.49040559898350017;0.3973193510282988;MCU4/ATGLR1.2;2
GO:0019725;cellular homeostasis;6/260;354/21505;0.25825842375151625;0.4923740593319813;0.3989141684402627;NA/BAP1/MCU4/ATGLR1.2/GATA21/ACHT5;6
GO:0007140;male meiotic nuclear division;1/260;25/21505;0.2623369812398012;0.4923740593319813;0.3989141684402627;KINESIN-12B;1
GO:0008300;isoprenoid catabolic process;1/260;25/21505;0.2623369812398012;0.4923740593319813;0.3989141684402627;ATGA2OX2;1
GO:0010167;response to nitrate;1/260;25/21505;0.2623369812398012;0.4923740593319813;0.3989141684402627;ATBT2;1
GO:0010229;inflorescence development;1/260;25/21505;0.2623369812398012;0.4923740593319813;0.3989141684402627;anac036;1
GO:0032527;protein exit from endoplasmic reticulum;1/260;25/21505;0.2623369812398012;0.4923740593319813;0.3989141684402627;ATRMA1;1
GO:0042026;protein refolding;1/260;25/21505;0.2623369812398012;0.4923740593319813;0.3989141684402627;Hsp70b;1
GO:0042593;glucose homeostasis;1/260;25/21505;0.2623369812398012;0.4923740593319813;0.3989141684402627;GATA21;1
GO:0009664;plant-type cell wall organization;3/260;147/21505;0.26271347378708726;0.4923740593319813;0.3989141684402627;AT-EXP1/OSU1/EXT13;3
GO:0009624;response to nematode;2/260;83/21505;0.26552081310714215;0.4955046634667786;0.40145053753095494;AMT2/ATERF6;2
GO:0009926;auxin polar transport;2/260;84/21505;0.2700041944721321;0.4955046634667786;0.40145053753095494;AUF1/ABCB4;2
GO:2000241;regulation of reproductive process;6/260;360/21505;0.270486699197178;0.4955046634667786;0.40145053753095494;ADO3/EVR/COR28/COR27/GATA21/HIPP3;6
GO:0002683;negative regulation of immune system process;1/260;26/21505;0.27126586321734525;0.4955046634667786;0.40145053753095494;AtGILP;1
GO:0006282;regulation of DNA repair;1/260;26/21505;0.27126586321734525;0.4955046634667786;0.40145053753095494;atPARG2;1
GO:0009292;genetic transfer;1/260;26/21505;0.27126586321734525;0.4955046634667786;0.40145053753095494;ATCSLA09;1
GO:0009294;DNA mediated transformation;1/260;26/21505;0.27126586321734525;0.4955046634667786;0.40145053753095494;ATCSLA09;1
GO:0009937;regulation of gibberellic acid mediated signaling pathway;1/260;26/21505;0.27126586321734525;0.4955046634667786;0.40145053753095494;GATA21;1
GO:0019915;lipid storage;1/260;26/21505;0.27126586321734525;0.4955046634667786;0.40145053753095494;LDAP3;1
GO:1901401;regulation of tetrapyrrole metabolic process;1/260;26/21505;0.27126586321734525;0.4955046634667786;0.40145053753095494;GATA21;1
GO:2001023;regulation of response to drug;1/260;26/21505;0.27126586321734525;0.4955046634667786;0.40145053753095494;ATWRKY70;1
GO:2001038;regulation of cellular response to drug;1/260;26/21505;0.27126586321734525;0.4955046634667786;0.40145053753095494;ATWRKY70;1
GO:0009553;embryo sac development;3/260;150/21505;0.27250757079134696;0.49567692876573427;0.40159010432409026;ATBT2/AtIQM1/WYR;3
GO:0098656;anion transmembrane transport;3/260;150/21505;0.27250757079134696;0.49567692876573427;0.40159010432409026;ATCDPK3/DIC2/LHT7;3
GO:0034220;ion transmembrane transport;6/260;364/21505;0.27871782517705357;0.4989592485002181;0.40424939114601;ATCDPK3/AMT2/ACA13/DIC2/LHT7/MCU4;6
GO:0008361;regulation of cell size;1/260;27/21505;0.28008707815116407;0.4989592485002181;0.40424939114601;anac036;1
GO:0009902;chloroplast relocation;1/260;27/21505;0.28008707815116407;0.4989592485002181;0.40424939114601;"NA";1
GO:0034762;regulation of transmembrane transport;1/260;27/21505;0.28008707815116407;0.4989592485002181;0.40424939114601;ATCDPK3;1
GO:0044764;multi-organism cellular process;1/260;27/21505;0.28008707815116407;0.4989592485002181;0.40424939114601;ATCSLA09;1
GO:0051053;negative regulation of DNA metabolic process;1/260;27/21505;0.28008707815116407;0.4989592485002181;0.40424939114601;AtPOT1b;1
