"Group.1","transcript","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source"
"AT2G31200","AT2G31200.1","527.268137361183","-0.508732617636624","0.179885833943721","0.00110769222164207","0.0161578340752895","AT2G31200","ADF6","Q9ZSK2","817676","Actin-depolymerizing factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZSK2]","ADF6","UniProtKB Gene Name"
"AT2G31230","AT2G31230.1","42.0402489384406","1.37642561048619","0.594552484935289","0.000909740167359147","0.0140517582004796","AT2G31230","ATERF15","Q8VYM0","817680","Ethylene-responsive transcription factor 15 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYM0]","ERF15","UniProtKB Gene Name"
"AT2G31790","AT2G31790.1","452.192936969491","0.460692876428224","0.178486072855512","0.00274279431515093","0.031830157268204","AT2G31790","","Q9SKC1","817736","Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8Q6Z8]","UGT74C1","UniProtKB Gene Name"
"AT2G32250","AT2G32250.2,AT2G32250.8,AT2G32250.7,AT2G32250.5,AT2G32250.3,AT2G32250.1","49.1798922355284,56.6059384930305","-0.827713732666541,-0.859932185452955","0.337095689553202,0.294992480443491","0.00129309943794292,0.00033931063127846","0.0181158737860072,0.00635452193854913","AT2G32250","FRS2",",Q3EBQ3","817785","Protein FAR1-RELATED SEQUENCE 2 [Source:UniProtKB/Swiss-Prot;Acc:Q3EBQ3]","FRS2","UniProtKB Gene Name"
"AT2G32300","AT2G32300.2,AT2G32300.1","59.0935370867708","1.07823135728818","0.455354765615821","0.00107551008874593","0.0157888942293241","AT2G32300","UCC1",",O82081","817791","uclacyanin 1 [Source:TAIR;Acc:AT2G32300]","UCC1","TAIR Gene Name"
"AT2G32400","AT2G32400.1","46.535752728594","0.756247906267783","0.375833605090213","0.00397785078251956","0.0419480694532494","AT2G32400","GLR5","Q9SDQ4","817801","Glutamate receptor 3.7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SDQ4]","GLR3.7","UniProtKB Gene Name"
"AT2G32470","AT2G32470.1","434.635824245976","0.399310977503289","0.152070675025938","0.00313049492827682","0.0352126091880727","AT2G32470","","","817808","F-box associated ubiquitination effector family protein [Source:UniProtKB/TrEMBL;Acc:O80884]","",""
"AT2G32480","AT2G32480.1,AT2G32480.2","449.007263056732,448.82415217624","0.381770907043311,0.380742370073372","0.145883354642945,0.145886367833195","0.00345585620196846,0.00354097012683503","0.0378743747158598,0.038574160936365","AT2G32480","ARASP",",O80885","817809","Membrane metalloprotease ARASP, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O80885]","ARASP","UniProtKB Gene Name"
"AT2G32500","AT2G32500.2,AT2G32500.1","387.511065692113","0.541160836158413","0.156677697367935","0.000126638928077821","0.0028018862837218","AT2G32500","","","817811","At2g32500 [Source:UniProtKB/TrEMBL;Acc:Q67XD6]","",""
"AT2G32660","AT2G32660.2,AT2G32660.1","56.9936915383144,55.8520079265612","-0.782832007523307,-0.733592484696468","0.353349675077164,0.351460509961449","0.00243417681219854,0.00363277768908816","0.0291291978918428,0.0392210280531308","AT2G32660","AtRLP22","Q9SVM3,O48851","817826","Receptor like protein 22 [Source:UniProtKB/Swiss-Prot;Acc:O48851]","AtRLP22","TAIR Gene Name"
"AT2G32680","AT2G32680.1","37.1380917214393","-1.3965009526901","0.546192940953263","0.000504436512242631","0.00877864692888436","AT2G32680","AtRLP23","O48849","817828","Receptor like protein 23 [Source:UniProtKB/Swiss-Prot;Acc:O48849]","AtRLP23","TAIR Gene Name"
"AT2G32765","AT2G32765.1","51.4317541739112","0.828853384500112","0.385439242672607","0.00260915438717148","0.0306550999261253","AT2G32765","SUM5","Q8VZI7","817837","Small ubiquitin-related modifier 5 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZI7]","SUMO5","UniProtKB Gene Name"
"AT2G33050","AT2G33050.1","61.6216414417384","0.840670045457461","0.384946567710083","0.00231867657475414","0.0281538804846471","AT2G33050","AtRLP26","O49328","817867","Receptor like protein 26 [Source:UniProtKB/Swiss-Prot;Acc:O49328]","AtRLP26","TAIR Gene Name"
"AT2G33205","AT2G33205.2,AT2G33205.3","4.77322271239843","2.55983808744791","1.6318118069528","0.00258187631369024","0.0304256440506249","AT2G33205","","","817882","Serinc-domain containing serine and sphingolipid biosynthesis protein [Source:TAIR;Acc:AT2G33205]","",""
"AT2G33590","AT2G33590.1","202.207014541273","-0.483084206649369","0.16506212246394","0.000900658574377173","0.0139411573571031","AT2G33590","","","817925","CRL1 [Source:UniProtKB/TrEMBL;Acc:A0A178VRE7]","",""
"AT2G33630","AT2G33630.1","213.146269415525","-0.493595034519812","0.177279229556401","0.00135757655369384","0.0187461127209999","AT2G33630","","","817929","At2g33630/F4P9.40 [Source:UniProtKB/TrEMBL;Acc:O22813]","",""
"AT2G33850","AT2G33850.1","61.5098028497922","0.891206166116539","0.51103109791959","0.00464670398944054","0.0471404438742358","AT2G33850","","","817954","E6-like protein [Source:UniProtKB/TrEMBL;Acc:P93019]","",""
"AT2G33860","AT2G33860.2,AT2G33860.1","133.108537729061","0.751114313992227","0.205173398739957","3.1708313936706e-05","0.000877713544457759","AT2G33860","ETT","O23661,","817956","Auxin response factor 3 [Source:UniProtKB/Swiss-Prot;Acc:O23661]","ARF3","UniProtKB Gene Name"
"AT2G34060","AT2G34060.1","316.590605483874","0.991397367364506","0.224332765664878","8.88465525441398e-07","3.80389045317299e-05","AT2G34060","","O22959","817967","Peroxidase 19 [Source:UniProtKB/Swiss-Prot;Acc:O22959]","PER19","UniProtKB Gene Name"
"AT2G34080","AT2G34080.1","55.8226221054578","-0.779311751469778","0.34702888747501","0.00234043163409421","0.0283311298892773","AT2G34080","","","817969","Cysteine proteinases superfamily protein [Source:UniProtKB/TrEMBL;Acc:O22961]","",""
"AT2G34300","AT2G34300.1,AT2G34300.3,AT2G34300.2,AT2G34300.1,AT2G34300.3,AT2G34300.2","411.897230679179,297.062179924925","-0.51553404929813,-0.501575614041876","0.178474690257944,0.202533594183148","0.000903749607040595,0.00306880875180902","0.0139790640816205,0.0346927301277733","AT2G34300","","Q0WT31","817991","Probable methyltransferase PMT25 [Source:UniProtKB/Swiss-Prot;Acc:Q0WT31]","",""
"AT2G34370","AT2G34370.1","3.92779209542677","2.95659067346935","1.68970896916754","0.00232068127095861","0.0281703662949762","AT2G34370","","Q8S8Q7","818000","Pentatricopeptide repeat-containing protein At2g34370, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8S8Q7]","PCMP-H25","UniProtKB Gene Name"
"AT2G34490","AT2G34490.1","155.299095375806","0.698294321209271","0.253474701819308","0.000757492058447714","0.0121304594368997","AT2G34490","CYP710A2","O64698","818012","Cytochrome P450 710A2 [Source:UniProtKB/Swiss-Prot;Acc:O64698]","CYP710A2","UniProtKB Gene Name"
"AT2G34680","AT2G34680.2,AT2G34680.1","219.965822695572","0.45352482021953","0.172552387425376","0.00246920013418926","0.0294075252305439","AT2G34680","AIR9","F4IIU4,","818033","Outer arm dynein light chain 1 protein [Source:TAIR;Acc:AT2G34680]","AIR9","TAIR Gene Name"
"AT2G34910","AT2G34910.1","61.9726258082042","1.26457942298595","0.385810422687598","6.70565766032472e-05","0.0016399038184359","AT2G34910","","","818056","At2g34910 [Source:UniProtKB/TrEMBL;Acc:O64755]","",""
"AT2G35380","AT2G35380.2,AT2G35380.1","19.6596968103837","1.0257065427633","0.636976700814636","0.00475153658293729","0.0478940827987969","AT2G35380","","Q9SLH7,","818105","Peroxidase 20 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLH7]","PER20","UniProtKB Gene Name"
"AT2G35387","AT2G35387.1","42.0052812421571","1.00216175514613","0.418200739222272","0.00104488663832193","0.0154644643119692","AT2G35387","NA","NA","NA","NA","NA","NA"
"AT2G35800","AT2G35800.1","394.556453666236","-0.371308826146213","0.147421570756394","0.00469210234819961","0.0474682900662889","AT2G35800","","","818153","Mitochondrial substrate carrier family protein [Source:UniProtKB/TrEMBL;Acc:Q8VZP7]","",""
"AT2G35900","AT2G35900.3","186.722545395159","-0.471768892306314","0.19403271555051","0.0039062159833104","0.0414435809808239","AT2G35900","","","818163","Mal d 1-associated protein [Source:UniProtKB/TrEMBL;Acc:Q9SJ60]","",""
"AT2G35980","AT2G35980.1","27.5021152430918","-1.31349674258925","0.590043900215232","0.00116086997171781","0.016671042318119","AT2G35980","YLS9","Q9SJ52","818171","NDR1/HIN1-like protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ52]","NHL10","UniProtKB Gene Name"
"AT2G36090","AT2G36090.1","224.817526016552","0.88380068318062","0.331043667463284","0.000640535445365457","0.010600605990917","AT2G36090","","Q9SIH5","818182","Probable F-box protein At2g36090 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIH5]","",""
"AT2G36100","AT2G36100.1","246.552983999277","1.04163560785876","0.349829669838318","0.000205240271415545","0.00419951686934946","AT2G36100","","Q9SIH4","818183","Casparian strip membrane protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIH4]","CASP1","UniProtKB Gene Name"
"AT2G36120","AT2G36120.1","9884.11751491245","0.485843190864334","0.123395249090595","2.36842395613523e-05","0.000684312646967752","AT2G36120","DOT1","Q9SIH2","3768574","Glycine-rich protein DOT1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIH2]","DOT1","UniProtKB Gene Name"
"AT2G36270","AT2G36270.2,AT2G36270.1,AT2G36270.3","20.0133503436802,20.3129691818577","-1.58940171220409,-1.46919729106237","0.524739991728706,0.530912430221643","0.000127025534999196,0.000291789804423135","0.00280758672331727,0.0056242194175264","AT2G36270","ABI5","Q9SJN0,","818199","Basic-leucine zipper (bZIP) transcription factor family protein [Source:TAIR;Acc:AT2G36270]","ABI5","TAIR Gene Name"
"AT2G36460","AT2G36460.1,AT2G36460.2,AT2G36460.3","1614.84681955981","-0.316216436021654","0.109960471145205","0.00210775898559428","0.0262829324698922","AT2G36460","",",Q9SJQ9","818220","Fructose-bisphosphate aldolase 6, cytosolic [Source:UniProtKB/Swiss-Prot;Acc:Q9SJQ9]","FBA6","UniProtKB Gene Name"
"AT2G36540","AT2G36540.1","6.54119622895002","-2.90785609539597","1.11867396986585","0.000447484426388869","0.00794307659756385","AT2G36540","","","818227","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SJQ4]","",""
"AT2G36695","AT2G36695.1","4.00365302992821","4.11380668106358","1.64656314956753","0.000200306394473614","0.00411402878687269","AT2G36695","","","2745584","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT2G36695]","",""
"AT2G36770","AT2G36770.1","34.8611273167833","-1.16002980919276","0.484515104765617","0.000917988543785341","0.0141340371900641","AT2G36770","","Q9ZQ97","818249","Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8QNU5]","UGT73C4","UniProtKB Gene Name"
"AT2G36790","AT2G36790.1","120.993662771658","-0.75966059350909","0.298487102541864","0.00113123528863169","0.0163853657468766","AT2G36790","UGT73C6","Q9ZQ95","818251","Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8PVK2]","UGT73C6","UniProtKB Gene Name"
"AT2G36830","AT2G36830.1","4432.72942083328","0.89498779398295","0.127344870993345","2.40292347919847e-13","3.83253092055896e-11","AT2G36830","GAMMA-TIP","P25818","818255","Aquaporin TIP1-1 [Source:UniProtKB/Swiss-Prot;Acc:P25818]","TIP1-1","UniProtKB Gene Name"
"AT2G37080","AT2G37080.3,AT2G37080.2,AT2G37080.1","260.553144615223,258.765362129979","0.80186241221906,0.805053434781835","0.180109990331629,0.185088315505754","1.06051042450131e-06,1.68550989225222e-06","4.46626170821231e-05,6.75787032490295e-05","AT2G37080","RIP3",",Q9ZQC5","818284","Interactor of constitutive active ROPs 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQC5]","ICR2","UniProtKB Gene Name"
"AT2G37170","AT2G37170.2,AT2G37170.1","1012.77054697385","0.445313989350839","0.141706935461562","0.000529176758740577","0.00910368013792264","AT2G37170","PIP2B","P43287,","818293","plasma membrane intrinsic protein 2 [Source:TAIR;Acc:AT2G37170]","PIP2B","TAIR Gene Name"
"AT2G37570","AT2G37570.1,AT2G37570.2","319.377843651243,316.89992959025","-0.467935701226222,-0.466426392651908","0.140244683824875,0.141782939286592","0.000246920459535466,0.0002911558991495","0.00489145161469211,0.00561448634223541","AT2G37570","SLT1","","818333","SLT1 [Source:UniProtKB/TrEMBL;Acc:A0A178VWH9]","SLT1","TAIR Gene Name"
"AT2G37670","AT2G37670.2,AT2G37670.1","12.129479002067,11.42015547633","1.4695912141933,1.77986363876269","0.887505643834811,0.822549074945932","0.00320851688215915,0.00116970286882144","0.0358387615164054,0.016781285770749","AT2G37670","","","818344","Transducin/WD40 repeat-like superfamily protein [Source:TAIR;Acc:AT2G37670]","",""
"AT2G37975","AT2G37975.1","431.358280467922","-0.417499482842785","0.151642484260032","0.00197292106705677","0.0250119532829344","AT2G37975","","","818375","At2g37975 [Source:UniProtKB/TrEMBL;Acc:Q8LG42]","",""
"AT2G38110","AT2G38110.1","62.1030239829799","1.00527628655362","0.354441220853697","0.000325595594489752","0.00614650959197473","AT2G38110","ATGPAT6","O80437","818389","Glycerol-3-phosphate 2-O-acyltransferase 6 [Source:UniProtKB/Swiss-Prot;Acc:O80437]","GPAT6","UniProtKB Gene Name"
"AT2G38310","AT2G38310.1","4521.62848473744","0.377159070972399","0.109891363070958","0.000251028649086726","0.00495255525080843","AT2G38310","PYL4","O80920","818411","Abscisic acid receptor PYL4 [Source:UniProtKB/Swiss-Prot;Acc:O80920]","PYL4","UniProtKB Gene Name"
"AT2G38470","AT2G38470.1","298.080340928526","-1.15072150212488","0.168770053272832","7.599345836074e-13","1.11787404187275e-10","AT2G38470","WRKY33","Q8S8P5","818429","WRKY33 [Source:UniProtKB/TrEMBL;Acc:A0A384L4W4]","WRKY33","UniProtKB Gene Name"
"AT2G39040","AT2G39040.1","11.9502977720643","1.79641693002717","1.28712712116181","0.00364858705604598","0.0393526820892628","AT2G39040","","Q9ZV04","818490","Peroxidase 24 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV04]","PER24","UniProtKB Gene Name"
"AT2G39310","AT2G39310.4,AT2G39310.1,AT2G39310.3,AT2G39310.2","389.883560550988","0.773232943599566","0.265621473250964","0.000398489871820754","0.00722659141974979","AT2G39310","JAL22",",O80950","818516","Jacalin-related lectin 22 [Source:UniProtKB/Swiss-Prot;Acc:O80950]","JAL22","UniProtKB Gene Name"
"AT2G39400","AT2G39400.2,AT2G39400.1","251.565401049155,251.728988597777","-0.625941727337872,-0.623567474274307","0.21736523391233,0.217019016010069","0.000647570856722525,0.000664742755411426","0.0106870292001838,0.0108935751058052","AT2G39400","","","818525","Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:O80627]","",""
"AT2G39470","AT2G39470.1,AT2G39470.2,AT2G39470.3","494.558907649491","0.525431479903968","0.183876926959253","0.000960264327090427","0.0145533690672368","AT2G39470","PPL2",",O80634","818532","Photosynthetic NDH subunit of lumenal location 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O80634]","PNSL1","UniProtKB Gene Name"
"AT2G39518","AT2G39518.1","376.143787486759","-0.687525034098548","0.314546924490896","0.00329507280409085","0.0365445899224971","AT2G39518","","Q56X75","5007945","CASP-like protein 4D2 [Source:UniProtKB/Swiss-Prot;Acc:Q56X75]","",""
"AT2G39570","AT2G39570.1","2913.92754293072","-0.475568183804508","0.136115153655931","0.000129288581870806","0.00284173822908564","AT2G39570","","O80644","818542","ACT domain-containing protein ACR9 [Source:UniProtKB/Swiss-Prot;Acc:O80644]","ACR9","UniProtKB Gene Name"
"AT2G39650","AT2G39650.2,AT2G39650.1","64.8312811281278","-0.75459606445826","0.364569702296292","0.0035972267799619","0.0389531082947279","AT2G39650","","","818548","At2g39650 [Source:UniProtKB/TrEMBL;Acc:O48813]","",""
"AT2G39710","AT2G39710.1","86.1959223038473","-0.59140848514368","0.239467599452407","0.00228474037497508","0.0278583493159241","AT2G39710","","","818555","Eukaryotic aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:O22282]","",""
"AT2G40000","AT2G40000.1","2573.59409550396","-0.833270884400116","0.283195801669365","0.000316208135191868","0.00600974885313152","AT2G40000","HSPRO2","O04203","818588","Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203]","HSPRO2","UniProtKB Gene Name"
"AT2G40020","AT2G40020.1,AT2G40020.4,AT2G40020.2,AT2G40020.3","47.9513129889392,58.8257895619158,51.2891940020789,50.1002609234607","1.22234270484811,1.03105748014882,1.04365748415455,1.15579229657199","0.439131689270105,0.458495679466122,0.439953896282214,0.431435878045872","0.000299765888275358,0.00145452349907329,0.00106919355712624,0.000429183368402763","0.00573984446230679,0.0198349082983555,0.0157226699981056,0.00767705844647901","AT2G40020","","","818590","Nucleolar histone methyltransferase-related protein [Source:TAIR;Acc:AT2G40020]","",""
"AT2G40140","AT2G40140.1,AT2G40140.2","708.207661836578","-0.961393872685371","0.159855984008077","1.85921890412787e-10","1.86530206275428e-08","AT2G40140","CZF1","Q9XEE6","818605","Zinc finger CCCH domain-containing protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE6]","CZF1","TAIR Gene Name"
"AT2G40340","AT2G40340.3,AT2G40340.1,AT2G40340.2,AT2G40340.4,AT2G40340.5,AT2G40340.6","418.176783528493,419.986895895108,417.454785478467","-0.60796125542769,-0.597946937160591,-0.611152302448074","0.222691922345133,0.223695945377476,0.223869213870807","0.00105416151238156,0.00128056224681002,0.00104327563762044","0.0155594239227519,0.0179865294679361,0.0154458714087961","AT2G40340","DREB2C",",Q8LFR2","818627","Integrase-type DNA-binding superfamily protein [Source:TAIR;Acc:AT2G40340]","DREB2C","TAIR Gene Name"
"AT2G40370","AT2G40370.1","16.933885801876","1.29979018146305","0.782918859672678","0.0032803460113849","0.036418364616961","AT2G40370","LAC5","Q9SIY8","818630","Laccase-5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIY8]","LAC5","UniProtKB Gene Name"
"AT2G40670","AT2G40670.1,AT2G40670.2","47.3829106706447,43.5738578342787","-0.730437238599907,-0.858873267331602","0.374042907681587,0.391705717147743","0.00486058424022822,0.00224455538584644","0.0487734938088453,0.0274760839501056","AT2G40670","RR16,ARR16","Q9SHC2,","818662","Response regulator 16 [Source:UniProtKB/TrEMBL;Acc:F4II22]","ARR16","TAIR Gene Name"
"AT2G40840","AT2G40840.1","340.198220552552","0.759661112924122","0.172830239220499","1.52136802773035e-06","6.16791495935149e-05","AT2G40840","DPE2","Q8RXD9","818682","4-alpha-glucanotransferase DPE2 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXD9]","DPE2","UniProtKB Gene Name"
"AT2G40900","AT2G40900.1","169.609631430178","0.574412371820721","0.263473176673467","0.00487914899643623","0.0488947999085906","AT2G40900","","F4IJ08","818687","WAT1-related protein At2g40900 [Source:UniProtKB/Swiss-Prot;Acc:F4IJ08]","",""
"AT2G41105","AT2G41105.1","131.566809726939","-1.50584104177012","0.267273520746252","1.02272691581938e-09","8.48220483211572e-08","AT2G41105","","","28718340","","",""
"AT2G41160","AT2G41160.1,AT2G41160.2","106.938407074905","-0.508029171214923","0.208984471388853","0.00341969169747518","0.0375441794986042","AT2G41160","","Q8RXQ2,","818715","Rhomboid-like protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXQ2]","RBL18","UniProtKB Gene Name"
"AT2G41230","AT2G41230.1","229.486692473561","-1.38912624509252","0.340944806994364","2.83895051645792e-06","0.000107117489937271","AT2G41230","","Q8RWS1","818722","Protein ORGAN SIZE RELATED 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWS1]","ORS1","UniProtKB Gene Name"
"AT2G41260","AT2G41260.2,AT2G41260.1","13.4048519102246","-2.8243208958924","0.647665516796136","8.02932756871582e-07","3.49962943940965e-05","AT2G41260","M17",",Q9S7S3","818725","M17 [Source:UniProtKB/TrEMBL;Acc:A0A178VR90]","M17","TAIR Gene Name"
"AT2G41312","AT2G41312.2","37.0296385554717","1.38680740409717","0.521661069233921","0.000354061554442291","0.00656302605514101","AT2G41312","NA","NA","NA","NA","NA","NA"
"AT2G41410","AT2G41410.1","2777.55944159651","-0.51474899172457","0.160951937100434","0.000344572562825316","0.00643041235793245","AT2G41410","","P30188","818739","Probable calcium-binding protein CML35 [Source:UniProtKB/Swiss-Prot;Acc:P30188]","CML35","UniProtKB Gene Name"
"AT2G41720","AT2G41720.2,AT2G41720.3,AT2G41720.1","53.2027367579522","0.753108733762609","0.313606948413738","0.00175238190769432","0.0229066985964654","AT2G41720","EMB2654",",Q8RWS8","818771","EMB2654 [Source:UniProtKB/TrEMBL;Acc:A0A178VXZ9]","EMB2654","UniProtKB Gene Name"
"AT2G41730","AT2G41730.1","293.783323246484","-0.966173317369914","0.255217225780932","1.32879400819783e-05","0.000413569325982488","AT2G41730","","","818772","Calcium-binding site protein [Source:UniProtKB/TrEMBL;Acc:O22947]","",""
"AT2G41835","AT2G41835.1","63.337532535063","-0.883829089649511","0.292101874747247","0.000231943315270972","0.00464548106418062","AT2G41835","","Q8VZ42","818783","Zinc finger AN1 and C2H2 domain-containing stress-associated protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ42]","SAP11","UniProtKB Gene Name"
"AT2G41940","AT2G41940.1","377.27482766222","0.668969842978205","0.174525074855167","2.00277446688808e-05","0.000590018984013809","AT2G41940","ZFP8","P93751","818794","Zinc finger protein 8 [Source:UniProtKB/Swiss-Prot;Acc:P93751]","ZFP8","UniProtKB Gene Name"
"AT2G41990","AT2G41990.1","85.456927867594","0.717151739405616","0.32262022349163","0.00276850912512375","0.0320636419090847","AT2G41990","","","818799","At2g41990 [Source:UniProtKB/TrEMBL;Acc:P93747]","",""
"AT2G42130","AT2G42130.4,AT2G42130.5,AT2G42130.3,AT2G42130.2","493.809147743314,485.849799446997,473.309480735412","0.488314000161566,0.49183146176124,0.498400111906202","0.207956776686835,0.209313601489197,0.209647348032162","0.00456370176189145,0.00445330847670832,0.00405130911310635","0.0465696513044943,0.0455927481055335,0.0424962903885514","AT2G42130","",",Q8S9M1","818813","Probable plastid-lipid-associated protein 13, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8S9M1]","PAP13","UniProtKB Gene Name"
"AT2G43150","AT2G43150.1","8210.65149605251","0.657381286001941","0.17240192310933","1.78556066710624e-05","0.00053507833838362","AT2G43150","","","818917","Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:Q9ZW80]","",""
"AT2G43160","AT2G43160.4,AT2G43160.1,AT2G43160.3,AT2G43160.2","804.847636128863,803.587426476736","-0.398498357868212,-0.398734099116335","0.12779845673212,0.127900379307352","0.000667385173454686,0.00067270706748859","0.0109275590193752,0.0109992531477988","AT2G43160","","Q67YI9,","818918","Clathrin interactor EPSIN 2 [Source:UniProtKB/Swiss-Prot;Acc:Q67YI9]","EPSIN2","UniProtKB Gene Name"
"AT2G43180","AT2G43180.2,AT2G43180.4,AT2G43180.3,AT2G43180.1","590.453413405192","-0.40000589378912","0.157122792787299","0.00385757646190967","0.0410375260944224","AT2G43180","","","818919","Phosphoenolpyruvate carboxylase family protein [Source:UniProtKB/TrEMBL;Acc:Q8GYI4]","",""
"AT2G43670","AT2G43670.1","5.53483204299717","1.94079705607448","1.29250621046333","0.00322719994161146","0.0359935296766511","AT2G43670","","","818969","At2g43670 [Source:UniProtKB/TrEMBL;Acc:Q6IDB5]","",""
"AT2G43710","AT2G43710.1,AT2G43710.2","2087.8450386074","0.415278369875349","0.158806343064623","0.00303772049715828","0.0344718336948829","AT2G43710","SSI2",",O22832","818973","Stearoyl-[acyl-carrier-protein] 9-desaturase 7, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O22832]","FAB2","UniProtKB Gene Name"
"AT2G43790","AT2G43790.1","470.438946965176","-0.419597016577912","0.152176433618828","0.00194094898515442","0.0246969026042062","AT2G43790","ATMPK6","Q39026","818982","Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A178VTX8]","MPK6","UniProtKB Gene Name"
"AT2G43800","AT2G43800.1","161.84186593629","0.506659855337026","0.218862682686596","0.0046102899894695","0.0469240875926791","AT2G43800","","O22824","818984","Formin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A178VS83]","FH2","UniProtKB Gene Name"
"AT2G43810","AT2G43810.2,AT2G43810.3,AT2G43810.1","190.396509634209","-0.585688919178216","0.199949149875815","0.0006285911933543","0.0104306851147229","AT2G43810","","O22823","818985","Sm-like protein LSM36B [Source:UniProtKB/Swiss-Prot;Acc:O22823]","LSM6B","UniProtKB Gene Name"
"AT2G43970","AT2G43970.1,AT2G43970.2","1932.05761547179","-0.348237562255807","0.12405576440424","0.00224614850544004","0.0274878578481929","AT2G43970","","O80567,","819002","La-related protein 6B [Source:UniProtKB/Swiss-Prot;Acc:O80567]","LARP6B","UniProtKB Gene Name"
"AT2G44160","AT2G44160.1","706.887260897605","0.321795541410659","0.11451618554313","0.00253618743627035","0.0300409883977376","AT2G44160","MTHFR2","O80585","819022","Methylenetetrahydrofolate reductase 2 [Source:UniProtKB/Swiss-Prot;Acc:O80585]","MTHFR2","UniProtKB Gene Name"
"AT2G44410","AT2G44410.1","133.888029015323","-0.735694138864662","0.282749914443723","0.00106986284115676","0.0157243673206702","AT2G44410","","","819048","At2g44410 [Source:UniProtKB/TrEMBL;Acc:Q6NLR3]","",""
"AT2G44730","AT2G44730.1","149.863563898041","-0.468064446766533","0.19760757893977","0.00468624727313065","0.0474310968774186","AT2G44730","","","819080","Alcohol dehydrogenase transcription factor Myb/SANT-like family protein [Source:UniProtKB/TrEMBL;Acc:O80512]","",""
"AT2G44830","AT2G44830.2,AT2G44830.1,AT2G44830.3","51.6721230331567,38.7373598645743,39.570850886746","0.885116334515927,0.947152473943485,0.90199503862171","0.329335773752956,0.455373968434495,0.452068770707312","0.000615642861676702,0.00240376027764599,0.00307597711947825","0.010278497501199,0.0289208427768062,0.0347519968179351","AT2G44830","","","819092","Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IV25]","",""
"AT2G44940","AT2G44940.1","31.6816093777166","1.45012954538057","0.484222831509567","0.000149119377894025","0.00321433462983249","AT2G44940","","Q8LBQ7","819103","Ethylene-responsive transcription factor ERF034 [Source:UniProtKB/Swiss-Prot;Acc:Q8LBQ7]","ERF034","UniProtKB Gene Name"
"AT2G45010","AT2G45010.2,AT2G45010.1","120.927057946771","-0.669380099949868","0.24877239800398","0.00100755147184661","0.0150758784148264","AT2G45010","","","819109","PLAC8 family protein [Source:UniProtKB/TrEMBL;Acc:Q8L3T0]","",""
"AT2G45130","AT2G45130.1","10.3416187987494","2.7890295011748","1.31691069720344","0.0010166073230752","0.0151644796373212","AT2G45130","ATSPX3","Q5PP62","819120","SPX domain-containing protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5PP62]","SPX3","UniProtKB Gene Name"
"AT2G45350","AT2G45350.1","14.4426640721704","1.52029203571392","0.838873049552283","0.00207212084909823","0.0259799728871863","AT2G45350","CRR4","O22137","819143","Pentatricopeptide repeat-containing protein At2g45350, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O22137]","CRR4","UniProtKB Gene Name"
