Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
AT4G00450,Chr4,202416,211003,+,8588,884,836
AT4G00460,Chr4,211081,213697,-,2617,57,42
AT4G00467,Chr4,214846,216076,-,1231,0,0
AT4G00480,Chr4,216812,219743,-,2932,183,163
AT4G00490,Chr4,222320,225131,+,2812,469,477
AT4G00500,Chr4,225028,227396,-,2369,258,251
AT4G00520,Chr4,227694,231699,+,4006,366,351
AT4G00525,Chr4,231780,232939,+,1160,75,58
AT4G00530,Chr4,232928,233645,-,718,95,112
AT4G00540,Chr4,234597,237582,-,2986,0,0
AT4G00550,Chr4,237967,240500,-,2534,267,287
AT4G00560,Chr4,240660,242379,-,1720,564,507
AT4G00570,Chr4,242515,246771,-,4257,1117,1105
AT4G00580,Chr4,248713,250258,+,1546,0,0
AT4G00585,Chr4,250955,252598,-,1644,1062,1037
AT4G00590,Chr4,252766,255054,+,2289,135,115
AT4G00600,Chr4,255320,256610,-,1291,2,0
AT4G00610,Chr4,256957,257943,-,987,0,0
AT4G00620,Chr4,259028,261019,-,1992,597,633
AT4G00630,Chr4,261449,268050,-,6602,1129,1185
AT4G00650,Chr4,269026,271503,+,2478,164,175
AT4G00651,Chr4,271487,271879,-,393,6,5
AT4G00660,Chr4,274257,278737,+,4481,897,827
AT4G00670,Chr4,278316,279186,-,871,143,158
AT4G00680,Chr4,279596,280699,-,1104,134,99
AT4G00690,Chr4,281313,283129,+,1817,38,43
AT4G00695,Chr4,283914,285975,+,2062,14,10
AT4G00700,Chr4,286051,289514,+,3464,78,89
AT4G00710,Chr4,290048,293453,+,3406,1469,1372
AT4G00720,Chr4,293641,297314,-,3674,1727,1620
AT4G00730,Chr4,299359,304508,-,5150,875,842
AT4G00740,Chr4,307431,310482,-,3052,1448,1379
AT4G00750,Chr4,314353,317675,+,3323,373,339
AT4G00752,Chr4,317564,320895,-,3332,359,340
AT4G00755,Chr4,324982,327008,+,2027,379,334
AT4G00760,Chr4,327025,333477,-,6453,259,229
AT4G00770,Chr4,331157,333477,+,2321,73,71
AT4G00780,Chr4,334732,336344,+,1613,751,760
AT4G00800,Chr4,336945,345714,-,8770,634,627
AT4G00810,Chr4,345952,347199,-,1248,2608,2557
AT4G00820,Chr4,349116,351550,+,2435,307,295
AT4G00830,Chr4,352016,355233,+,3218,1146,1156
AT4G00840,Chr4,355258,357279,-,2022,303,271
AT4G00850,Chr4,357551,359194,+,1644,46,55
AT4G00860,Chr4,359315,360493,-,1179,4231,4107
AT4G00870,Chr4,362169,363691,-,1523,4,8
AT4G00872,Chr4,364147,364736,-,590,0,0
AT4G00880,Chr4,366373,367274,-,902,239,246
AT4G00885,Chr4,369856,369991,-,136,1,1
AT4G00890,Chr4,373960,375350,-,1391,33,26
AT4G00893,Chr4,379793,381455,-,1663,2,6
AT4G00895,Chr4,381788,382643,+,856,1712,1388
AT4G00900,Chr4,382663,386529,-,3867,418,423
AT4G00905,Chr4,387865,389113,+,1249,69,83
AT4G00910,Chr4,389370,391287,-,1918,28,19
AT4G00920,Chr4,393767,395382,+,1616,1,1
AT4G00930,Chr4,396558,400734,+,4177,191,204
AT4G00940,Chr4,403320,404810,-,1491,44,58
AT4G00950,Chr4,405673,407142,-,1470,118,132
AT4G00955,Chr4,412118,413327,+,1210,34,34
AT4G00960,Chr4,414361,416180,+,1820,6,9
AT4G00970,Chr4,418437,421694,+,3258,51,58
AT4G00975,Chr4,421973,423258,+,1286,68,65
AT4G00980,Chr4,422478,424588,-,2111,87,74
AT4G00985,Chr4,424717,424788,-,72,0,0
AT4G00990,Chr4,426944,431821,+,4878,356,353
AT4G01000,Chr4,431963,433849,-,1887,1283,1208
AT4G01010,Chr4,434569,437242,-,2674,61,63
AT4G01020,Chr4,439086,445168,+,6083,159,158
AT4G01023,Chr4,445844,446720,+,877,4,2
AT4G01026,Chr4,447052,448511,+,1460,363,358
AT4G01030,Chr4,447941,450642,-,2702,308,307
AT4G01037,Chr4,451251,453243,-,1993,675,661
AT4G01040,Chr4,453369,455548,+,2180,327,268
AT4G01050,Chr4,455768,458510,+,2743,12682,12131
AT4G01060,Chr4,460472,461085,+,614,37,36
AT4G01070,Chr4,461592,463556,-,1965,1438,1322
AT4G01080,Chr4,466391,468294,-,1904,176,152
AT4G01090,Chr4,470515,473792,-,3278,277,242
AT4G01100,Chr4,477141,479936,+,2796,2493,2394
AT4G01110,Chr4,479963,481160,-,1198,34,35
AT4G01120,Chr4,481597,484483,-,2887,222,250
AT4G01130,Chr4,485833,488007,+,2175,96,115
AT4G01140,Chr4,490749,492199,-,1451,24,21
AT4G01150,Chr4,493548,494850,+,1303,9211,9189
AT4G01160,Chr4,494976,497006,-,2031,0,0
AT4G01170,Chr4,499497,500831,+,1335,0,0
AT4G01180,Chr4,501287,503394,-,2108,0,0
AT4G01190,Chr4,504211,506131,-,1921,10,7
AT4G01200,Chr4,506511,507626,-,1116,38,30
AT4G01210,Chr4,507717,512782,-,5066,692,683
AT4G01220,Chr4,513213,515853,-,2641,295,299
AT4G01230,Chr4,516264,517408,-,1145,3,3
AT4G01240,Chr4,517795,521972,-,4178,21,22
AT4G01245,Chr4,527591,528144,+,554,0,0
AT4G01250,Chr4,522604,524216,-,1613,123,114
AT4G01260,Chr4,528570,529547,-,978,0,0
AT4G01270,Chr4,532351,534984,+,2634,59,58
AT4G01280,Chr4,535211,537322,+,2112,223,245
AT4G01290,Chr4,537990,543869,-,5880,2410,2429
AT4G01310,Chr4,543970,545547,-,1578,5762,6129
AT4G01320,Chr4,545796,549261,+,3466,1010,980
AT4G01328,Chr4,550233,550376,-,144,0,0
AT4G01330,Chr4,550349,553016,+,2668,501,523
AT4G01335,Chr4,553393,554089,+,697,2,4
AT4G01340,Chr4,554539,556961,+,2423,1,1
AT4G01350,Chr4,560259,562438,+,2180,103,92
AT4G01355,Chr4,562561,562634,-,74,0,0
AT4G01360,Chr4,564760,566310,+,1551,21,26
AT4G01370,Chr4,567095,569088,+,1994,621,634
AT4G01380,Chr4,569148,570076,-,929,9,12
AT4G01390,Chr4,570242,571595,-,1354,60,54
AT4G01400,Chr4,572997,577276,-,4280,875,871
AT4G01410,Chr4,578165,579169,+,1005,172,178
AT4G01420,Chr4,580038,581518,-,1481,1,0
AT4G01430,Chr4,585598,588029,+,2432,122,134
AT4G01440,Chr4,596399,598718,+,2320,85,74
AT4G01450,Chr4,608454,610724,+,2271,160,151
AT4G01455,Chr4,611866,611932,-,67,0,0
AT4G01460,Chr4,620759,622945,+,2187,51,65
AT4G01470,Chr4,625092,625850,-,759,0,1
AT4G01480,Chr4,626118,628055,+,1938,644,622
AT4G01500,Chr4,639247,640940,+,1694,17,11
AT4G01510,Chr4,642733,644336,+,1604,22,24
AT4G01516,Chr4,649862,649957,+,96,0,0
AT4G01520,Chr4,656407,659178,-,2772,0,0
AT4G01533,Chr4,667148,669073,-,1926,6,4
AT4G01535,Chr4,669339,669830,+,492,1,2
AT4G01540,Chr4,670483,672789,-,2307,117,94
AT4G01550,Chr4,673862,676411,-,2550,116,124
AT4G01560,Chr4,677054,679237,-,2184,1040,1044
AT4G01570,Chr4,679472,681940,+,2469,286,291
AT4G01575,Chr4,681862,682601,-,740,29,32
AT4G01580,Chr4,685746,686827,+,1082,110,116
AT4G01590,Chr4,688813,690434,-,1622,490,483
AT4G01593,Chr4,690710,692169,+,1460,258,223
AT4G01595,Chr4,690726,691993,-,1268,258,223
AT4G01600,Chr4,693181,694340,+,1160,117,122
AT4G01610,Chr4,694695,697206,+,2512,1080,1148
AT4G01630,Chr4,700653,701527,+,875,4,5
AT4G01640,Chr4,702563,703600,+,1038,1,0
AT4G01650,Chr4,704407,706965,-,2559,142,150
AT4G01660,Chr4,708544,711256,+,2713,873,855
AT4G01670,Chr4,711192,712643,-,1452,57,51
AT4G01671,Chr4,713216,713389,-,174,0,0
AT4G01680,Chr4,716004,717579,-,1576,144,131
AT4G01690,Chr4,729887,732433,+,2547,2369,2262
AT4G01700,Chr4,732313,733510,-,1198,780,815
AT4G01703,Chr4,734252,734365,-,114,0,0
AT4G01710,Chr4,735753,736604,+,852,129,126
AT4G01720,Chr4,744921,748554,+,3634,328,315
AT4G01730,Chr4,749574,752034,+,2461,232,255
AT4G01735,Chr4,752288,752873,-,586,8,5
AT4G01740,Chr4,753422,755456,+,2035,101,124
AT4G01750,Chr4,756363,758590,+,2228,265,243
AT4G01760,Chr4,759131,761134,-,2004,5,2
AT4G01770,Chr4,764514,766865,+,2352,41,36
AT4G01780,Chr4,767310,769246,+,1937,5,1
AT4G01790,Chr4,769865,770835,+,971,131,123
AT4G01800,Chr4,770722,776260,-,5539,1227,1227
AT4G01810,Chr4,776488,780355,-,3868,644,713
AT4G01820,Chr4,780734,785329,-,4596,1,0
AT4G01830,Chr4,785683,790447,-,4765,11,8
AT4G01840,Chr4,793261,795139,+,1879,45,43
AT4G01850,Chr4,796097,798286,-,2190,9048,9044
AT4G01860,Chr4,801032,808060,-,7029,416,401
AT4G01865,Chr4,808270,808342,-,73,7,7
AT4G01870,Chr4,808376,810446,-,2071,2703,2588
AT4G01880,Chr4,810699,812925,-,2227,231,217
AT4G01883,Chr4,813068,815170,+,2103,584,591
AT4G01890,Chr4,816210,818428,+,2219,0,0
AT4G01895,Chr4,819957,820379,+,423,21,27
AT4G01897,Chr4,820336,821505,-,1170,54,64
AT4G01900,Chr4,821685,823523,+,1839,408,441
AT4G01910,Chr4,824568,826685,-,2118,57,34
AT4G01915,Chr4,827237,828607,+,1371,131,136
AT4G01920,Chr4,828890,831200,-,2311,40,48
AT4G01925,Chr4,833173,834340,-,1168,37,38
AT4G01930,Chr4,838802,840760,-,1959,11,13
AT4G01935,Chr4,841057,842364,+,1308,939,924
AT4G01940,Chr4,841989,843459,-,1471,1098,1035
AT4G01950,Chr4,844409,846787,-,2379,282,302
AT4G01960,Chr4,851210,853165,-,1956,224,216
AT4G01970,Chr4,853922,857008,-,3087,3,10
AT4G01985,Chr4,866236,868126,-,1891,2,1
AT4G01990,Chr4,871145,872913,-,1769,114,114
AT4G01995,Chr4,873054,874772,+,1719,198,201
AT4G02000,Chr4,874880,875903,+,1024,4,9
AT4G02005,Chr4,876908,879741,-,2834,9,12
AT4G02010,Chr4,881090,885399,+,4310,536,530
AT4G02020,Chr4,886600,891955,+,5356,449,460
AT4G02030,Chr4,892176,897318,+,5143,421,489
AT4G02040,Chr4,897547,898370,+,824,94,81
AT4G02050,Chr4,898307,900870,-,2564,699,771
AT4G02055,Chr4,901176,901247,+,72,0,0
AT4G02060,Chr4,900636,905591,+,4956,507,531
AT4G02070,Chr4,905866,913190,+,7325,231,257
AT4G02075,Chr4,913419,916476,-,3058,13,11
AT4G02080,Chr4,921454,922777,+,1324,1463,1429
AT4G02090,Chr4,923100,923916,+,817,56,56
AT4G02100,Chr4,930065,932330,+,2266,446,434
AT4G02110,Chr4,935086,940191,+,5106,232,209
AT4G02120,Chr4,940778,944291,+,3514,397,430
AT4G02130,Chr4,944360,947085,-,2726,953,926
AT4G02140,Chr4,949460,951063,-,1604,466,440
AT4G02150,Chr4,950611,953690,-,3080,945,923
AT4G02160,Chr4,955101,955652,-,552,0,0
AT4G02170,Chr4,958049,958641,+,593,8,4
AT4G02180,Chr4,959964,963517,+,3554,20,25
AT4G02190,Chr4,967372,969351,+,1980,0,0
AT4G02195,Chr4,970007,972307,-,2301,89,81
AT4G02200,Chr4,972707,974692,+,1986,328,302
AT4G02210,Chr4,973924,976129,-,2206,313,287
AT4G02220,Chr4,976278,979163,+,2886,380,346
AT4G02230,Chr4,979170,980670,-,1501,3655,3769
AT4G02235,Chr4,980955,981711,+,757,0,0
AT4G02250,Chr4,983970,984523,+,554,0,0
AT4G02260,Chr4,985232,991494,+,6263,882,896
AT4G02270,Chr4,992175,993038,-,864,697,742
AT4G02280,Chr4,994927,998967,+,4041,84,52
AT4G02290,Chr4,1002394,1005253,-,2860,610,588
AT4G02300,Chr4,1009366,1013034,-,3669,0,1
AT4G02310,Chr4,1014680,1015729,-,1050,0,0
AT4G02320,Chr4,1022725,1026118,-,3394,14,10
AT4G02325,Chr4,1029682,1029780,-,99,0,0
AT4G02330,Chr4,1032413,1035037,+,2625,115,114
AT4G02340,Chr4,1035681,1037615,+,1935,514,567
AT4G02350,Chr4,1038114,1040774,+,2661,647,625
AT4G02360,Chr4,1041142,1041733,+,592,23,31
AT4G02370,Chr4,1042338,1043206,+,869,349,282
AT4G02380,Chr4,1046204,1046997,-,794,1232,1242
AT4G02390,Chr4,1049957,1054065,+,4109,139,128
AT4G02400,Chr4,1054199,1057998,+,3800,913,858
AT4G02405,Chr4,1057854,1059671,-,1818,268,301
AT4G02410,Chr4,1059889,1062153,-,2265,249,242
AT4G02420,Chr4,1064363,1066372,-,2010,122,99
AT4G02425,Chr4,1067280,1068785,-,1506,112,110
AT4G02430,Chr4,1068974,1072215,+,3242,168,171
AT4G02440,Chr4,1072481,1073779,+,1299,447,433
AT4G02450,Chr4,1073753,1075893,-,2141,4050,4242
AT4G02460,Chr4,1076136,1080722,-,4587,123,132
AT4G02465,Chr4,1080962,1081680,+,719,1,1
AT4G02480,Chr4,1081759,1088846,-,7088,2302,2223
AT4G02482,Chr4,1092002,1092484,+,483,8,3
AT4G02485,Chr4,1092681,1094597,+,1917,60,44
AT4G02489,Chr4,1097532,1097645,-,114,1,0
AT4G02500,Chr4,1101507,1103610,+,2104,1169,1216
AT4G02510,Chr4,1104766,1109600,+,4835,5278,4969
AT4G02520,Chr4,1110452,1111660,-,1209,6844,7303
AT4G02530,Chr4,1112141,1114029,-,1889,1883,1873
AT4G02540,Chr4,1117154,1119817,+,2664,594,601
AT4G02541,Chr4,1119849,1119989,-,141,0,0
AT4G02550,Chr4,1120421,1122223,-,1803,113,123
AT4G02555,Chr4,1122603,1122678,+,76,0,0
AT4G02560,Chr4,1123490,1128421,-,4932,420,395
AT4G02570,Chr4,1128515,1133774,+,5260,2143,2119
AT4G02580,Chr4,1134467,1137156,+,2690,2994,2987
AT4G02590,Chr4,1137498,1140499,-,3002,445,392
AT4G02600,Chr4,1143962,1147422,+,3461,332,312
AT4G02610,Chr4,1147634,1149336,+,1703,495,385
AT4G02620,Chr4,1149248,1151346,-,2099,2113,2075
AT4G02630,Chr4,1151613,1153356,+,1744,96,93
AT4G02640,Chr4,1153997,1156320,+,2324,830,918
AT4G02650,Chr4,1156453,1158653,+,2201,9,13
AT4G02655,Chr4,1158848,1159422,+,575,1,1
AT4G02660,Chr4,1159667,1174321,-,14655,133,155
AT4G02670,Chr4,1176190,1178489,-,2300,24,16
AT4G02680,Chr4,1181049,1184930,-,3882,1328,1332
AT4G02690,Chr4,1185751,1187816,+,2066,0,0
AT4G02700,Chr4,1188983,1193611,+,4629,154,154
AT4G02710,Chr4,1193516,1197630,-,4115,96,96
AT4G02715,Chr4,1202170,1203380,-,1211,206,201
AT4G02720,Chr4,1204303,1205866,-,1564,576,533
AT4G02725,Chr4,1206004,1207436,+,1433,561,532
AT4G02730,Chr4,1207725,1209287,+,1563,74,92
AT4G02733,Chr4,1210140,1211532,-,1393,0,0
AT4G02740,Chr4,1217591,1220857,-,3267,249,223
AT4G02750,Chr4,1221116,1223461,-,2346,65,74
AT4G02760,Chr4,1223959,1228941,-,4983,158,112
AT4G02770,Chr4,1229111,1229945,-,835,29847,30409
AT4G02780,Chr4,1237767,1244813,-,7047,0,2
AT4G02790,Chr4,1247386,1249588,+,2203,739,675
AT4G02800,Chr4,1250015,1251681,+,1667,268,258
AT4G02810,Chr4,1256162,1257212,+,1051,37,31
AT4G02820,Chr4,1258568,1260665,+,2098,267,314
AT4G02830,Chr4,1262245,1264101,+,1857,47,41
AT4G02840,Chr4,1264627,1266486,+,1860,1068,1086
AT4G02850,Chr4,1266463,1268612,-,2150,157,170
AT4G02860,Chr4,1268713,1270525,-,1813,441,469
AT4G02870,Chr4,1271654,1272746,-,1093,0,0
AT4G02871,Chr4,1272781,1272933,-,153,0,1
AT4G02880,Chr4,1274465,1278718,+,4254,1628,1470
AT4G02890,Chr4,1278530,1280031,-,1502,5992,5896
AT4G02900,Chr4,1284066,1287747,+,3682,147,141
AT4G02910,Chr4,1288486,1289615,-,1130,0,0
AT4G02920,Chr4,1292523,1294861,+,2339,2371,2261
AT4G02930,Chr4,1295409,1298404,-,2996,2671,2668
AT4G02940,Chr4,1306503,1310946,+,4444,1578,1561
AT4G02950,Chr4,1311198,1312154,+,957,1,1
AT4G02970,Chr4,1317499,1319179,+,1681,491,477
AT4G02980,Chr4,1319656,1321477,-,1822,244,239
AT4G02990,Chr4,1321859,1324004,+,2146,855,808
AT4G03000,Chr4,1324108,1327520,+,3413,452,477
AT4G03010,Chr4,1329952,1331139,+,1188,111,96
AT4G03020,Chr4,1331399,1335297,-,3899,747,757
AT4G03030,Chr4,1335729,1337368,-,1640,329,316
AT4G03038,Chr4,1340115,1341289,-,1175,0,0
AT4G03039,Chr4,1340479,1340656,+,178,0,0
AT4G03040,Chr4,1341083,1343140,+,2058,0,0
AT4G03050,Chr4,1344182,1346501,+,2320,0,0
AT4G03070,Chr4,1358432,1359698,+,1267,87,78
AT4G03080,Chr4,1359655,1365475,-,5821,555,554
AT4G03090,Chr4,1366282,1371557,-,5276,281,327
AT4G03100,Chr4,1374281,1376231,+,1951,410,458
AT4G03110,Chr4,1376306,1379420,-,3115,636,670
AT4G03113,Chr4,1382553,1382741,-,189,0,0
AT4G03115,Chr4,1382438,1385485,-,3048,102,97
AT4G03120,Chr4,1385660,1387739,+,2080,687,611
AT4G03130,Chr4,1387781,1390646,-,2866,19,20
AT4G03135,Chr4,1390895,1390966,+,72,0,0
AT4G03140,Chr4,1392121,1393842,+,1722,442,435
AT4G03150,Chr4,1393614,1394574,-,961,459,484
AT4G03153,Chr4,1394845,1395588,-,744,1,0
AT4G03156,Chr4,1396002,1396784,-,783,0,0
AT4G03160,Chr4,1397979,1398685,+,707,0,1
AT4G03165,Chr4,1399378,1400291,-,914,0,0
AT4G03170,Chr4,1400832,1401584,+,753,0,0
AT4G03175,Chr4,1402187,1402864,-,678,2,1
AT4G03180,Chr4,1403117,1404937,+,1821,326,363
AT4G03190,Chr4,1404887,1407139,-,2253,940,903
AT4G03200,Chr4,1408159,1412756,+,4598,495,457
AT4G03205,Chr4,1412785,1414902,+,2118,207,193
AT4G03210,Chr4,1415949,1417352,+,1404,1417,1526
AT4G03220,Chr4,1417472,1419148,+,1677,0,0
AT4G03230,Chr4,1419278,1423337,-,4060,287,273
AT4G03240,Chr4,1423445,1424772,-,1328,103,134
AT4G03250,Chr4,1424902,1427744,+,2843,110,100
AT4G03260,Chr4,1428171,1431663,+,3493,2177,2161
AT4G03270,Chr4,1432375,1433691,-,1317,107,90
AT4G03280,Chr4,1440146,1441863,+,1718,11176,10750
AT4G03285,Chr4,1442005,1442076,+,72,0,0
AT4G03290,Chr4,1442634,1443499,+,866,0,0
AT4G03292,Chr4,1444672,1445220,-,549,37,37
AT4G03295,Chr4,1445879,1445954,-,76,1,3
AT4G03298,Chr4,1446681,1447718,+,1038,2,0
AT4G03320,Chr4,1464467,1466165,+,1699,248,245
AT4G03330,Chr4,1466336,1467750,+,1415,27,28
AT4G03340,Chr4,1467727,1470080,-,2354,55,60
AT4G03350,Chr4,1473718,1474509,-,792,0,0
AT4G03360,Chr4,1474998,1475852,-,855,0,0
AT4G03370,Chr4,1478078,1478965,-,888,0,1
AT4G03380,Chr4,1485049,1490228,-,5180,16,11
AT4G03390,Chr4,1490465,1495103,-,4639,846,895
AT4G03400,Chr4,1497536,1499865,-,2330,1286,1276
AT4G03405,Chr4,1501607,1501678,+,72,1,0
AT4G03410,Chr4,1501168,1503561,+,2394,164,165
AT4G03415,Chr4,1503573,1506500,-,2928,610,558
AT4G03420,Chr4,1511839,1514030,+,2192,329,328
AT4G03430,Chr4,1517134,1520563,-,3430,732,734
AT4G03435,Chr4,1520784,1520856,-,73,0,0
AT4G03438,Chr4,1523306,1523503,-,198,0,0
AT4G03440,Chr4,1524199,1527133,-,2935,83,116
AT4G03443,Chr4,1527716,1528057,+,342,5,14
AT4G03445,Chr4,1528134,1528370,-,237,1,5
AT4G03450,Chr4,1529446,1531780,-,2335,7,4
AT4G03455,Chr4,1535426,1535661,-,236,0,0
AT4G03460,Chr4,1536404,1540111,-,3708,12,25
AT4G03470,Chr4,1542059,1544283,-,2225,3,5
AT4G03480,Chr4,1546024,1548871,-,2848,2,0
AT4G03490,Chr4,1549176,1552784,-,3609,45,32
AT4G03500,Chr4,1553092,1556571,+,3480,177,141
AT4G03505,Chr4,1556888,1557319,-,432,2,0
AT4G03510,Chr4,1557120,1559428,-,2309,260,246
AT4G03520,Chr4,1562359,1564192,-,1834,8812,8788
AT4G03540,Chr4,1570042,1571483,+,1442,27,31
AT4G03550,Chr4,1573348,1579696,+,6349,967,1036
AT4G03560,Chr4,1580056,1585966,+,5911,854,883
AT4G03565,Chr4,1586747,1587734,+,988,0,0
AT4G03566,Chr4,1588564,1589230,-,667,0,0
AT4G03570,Chr4,1590413,1594105,-,3693,0,0
AT4G03580,Chr4,1596985,1599091,+,2107,0,0
AT4G03590,Chr4,1600780,1602950,-,2171,0,0
AT4G03600,Chr4,1603702,1604508,-,807,14,9
AT4G03610,Chr4,1604939,1606982,+,2044,50,59
AT4G03620,Chr4,1607040,1608665,-,1626,1,0
AT4G03630,Chr4,1608750,1610037,+,1288,0,0
AT4G03635,Chr4,1611752,1612756,+,1005,125,132
AT4G03723,Chr4,1649665,1650104,-,440,0,0
AT4G03728,Chr4,1652242,1652976,-,735,0,0
AT4G03740,Chr4,1661992,1663515,-,1524,0,0
AT4G03811,Chr4,1756584,1757097,+,514,1,0
AT4G03820,Chr4,1771863,1774422,-,2560,117,112
AT4G03827,Chr4,1784402,1784530,-,129,0,0
AT4G03830,Chr4,1790440,1792458,+,2019,0,0
AT4G03930,Chr4,1870422,1872387,+,1966,3,9
AT4G03935,Chr4,1869052,1874687,-,5636,174,181
AT4G03940,Chr4,1873624,1875233,+,1610,122,95
AT4G03945,Chr4,1877872,1878545,+,674,0,0
AT4G03950,Chr4,1879518,1881111,+,1594,0,0
AT4G03960,Chr4,1887528,1889211,+,1684,150,143
AT4G03965,Chr4,1889473,1890412,+,940,16,19
AT4G04020,Chr4,1932144,1933950,+,1807,2322,2205
AT4G04030,Chr4,1936653,1937972,-,1320,0,0
AT4G04040,Chr4,1939250,1942954,+,3705,1133,1188
AT4G04077,Chr4,1961139,1961892,+,754,1,2
AT4G04078,Chr4,1961640,1961747,-,108,0,0
AT4G04080,Chr4,1963358,1964423,+,1066,0,0
AT4G04090,Chr4,1964980,1965650,+,671,0,0
AT4G04110,Chr4,1972591,1974014,+,1424,0,0
AT4G04180,Chr4,2020436,2023992,+,3557,91,96
AT4G04190,Chr4,2024578,2026460,+,1883,39,40
AT4G04200,Chr4,2027165,2028978,+,1814,174,191
AT4G04210,Chr4,2030319,2031853,+,1535,1058,1067
AT4G04220,Chr4,2033427,2035946,+,2520,127,137
AT4G04221,Chr4,2035159,2036370,-,1212,39,47
AT4G04223,Chr4,2036511,2037816,+,1306,33,28
AT4G04260,Chr4,2054636,2055849,+,1214,4,1
AT4G04315,Chr4,2095259,2096518,+,1260,0,0
AT4G04320,Chr4,2113404,2116693,+,3290,381,381
AT4G04330,Chr4,2116553,2118597,-,2045,209,235
AT4G04340,Chr4,2122685,2126844,+,4160,1207,1223
AT4G04350,Chr4,2128090,2133150,+,5061,576,614
AT4G04360,Chr4,2133139,2133935,-,797,77,83
AT4G04370,Chr4,2134060,2136249,-,2190,43,45
AT4G04402,Chr4,2164007,2165404,+,1398,0,0
AT4G04404,Chr4,2166973,2167980,+,1008,0,0
AT4G04423,Chr4,2203424,2204264,+,841,0,0
AT4G04450,Chr4,2218379,2221114,+,2736,34,49
AT4G04460,Chr4,2224422,2227874,+,3453,70,81
AT4G04470,Chr4,2227661,2229280,-,1620,218,239
AT4G04480,Chr4,2229649,2230845,+,1197,0,0
AT4G04490,Chr4,2231957,2234638,-,2682,43,63
AT4G04500,Chr4,2238411,2240865,+,2455,4,5
AT4G04510,Chr4,2242122,2244930,+,2809,3,1
AT4G04540,Chr4,2259580,2262138,+,2559,2,2
AT4G04570,Chr4,2289959,2292755,+,2797,321,315
AT4G04580,Chr4,2293761,2294906,-,1146,0,0
AT4G04601,Chr4,2309413,2309571,-,159,0,0
AT4G04610,Chr4,2325003,2327013,+,2011,2023,1972
AT4G04614,Chr4,2327044,2328264,-,1221,154,142
AT4G04620,Chr4,2328449,2330200,-,1752,309,261
AT4G04630,Chr4,2331677,2332800,-,1124,17,18
AT4G04632,Chr4,2339586,2340049,-,464,0,0
AT4G04640,Chr4,2350498,2352018,-,1521,11911,11670
AT4G04650,Chr4,2353989,2355213,-,1225,3,2
AT4G04670,Chr4,2367566,2372216,+,4651,272,299
AT4G04680,Chr4,2372266,2373327,+,1062,9,10
AT4G04690,Chr4,2373999,2375135,-,1137,0,0
AT4G04695,Chr4,2381634,2383996,-,2363,46,60
AT4G04700,Chr4,2385276,2387986,-,2711,80,81
AT4G04710,Chr4,2389598,2392887,-,3290,2,6
AT4G04720,Chr4,2394458,2397759,-,3302,758,695
AT4G04730,Chr4,2401927,2402349,-,423,0,0
AT4G04740,Chr4,2403609,2408737,-,5129,148,138
AT4G04745,Chr4,2412754,2413328,-,575,39,42
AT4G04750,Chr4,2417888,2422624,+,4737,66,71
AT4G04760,Chr4,2424164,2427769,+,3606,4,8
AT4G04770,Chr4,2427799,2429850,-,2052,1984,1953
AT4G04775,Chr4,2431024,2431702,+,679,0,0
AT4G04780,Chr4,2432309,2433550,+,1242,275,251
AT4G04790,Chr4,2434907,2439403,-,4497,69,68
AT4G04800,Chr4,2439546,2441205,+,1660,304,297
AT4G04810,Chr4,2441327,2442567,+,1241,88,72
AT4G04830,Chr4,2445794,2447086,+,1293,1359,1432
AT4G04840,Chr4,2449560,2451589,+,2030,367,403
AT4G04850,Chr4,2452664,2457767,+,5104,791,687
AT4G04860,Chr4,2459880,2461739,+,1860,562,544
AT4G04870,Chr4,2461674,2464143,-,2470,210,228
AT4G04880,Chr4,2464859,2467166,-,2308,222,213
AT4G04885,Chr4,2471972,2475981,+,4010,449,466
AT4G04890,Chr4,2476489,2482345,-,5857,1211,1224
AT4G04900,Chr4,2486218,2487779,-,1562,7,10
AT4G04910,Chr4,2489417,2495766,-,6350,662,599
AT4G04920,Chr4,2497644,2505535,+,7892,566,612
AT4G04925,Chr4,2506163,2506786,+,624,172,197
AT4G04930,Chr4,2509133,2511145,+,2013,22,25
AT4G04940,Chr4,2511028,2517193,-,6166,382,381
AT4G04950,Chr4,2517666,2519977,-,2312,369,414
AT4G04953,Chr4,2521330,2521530,-,201,0,0
AT4G04955,Chr4,2522034,2525280,-,3247,376,341
AT4G04957,Chr4,2526806,2527362,-,557,0,0
AT4G04960,Chr4,2533056,2535386,+,2331,147,145
AT4G04970,Chr4,2537039,2543131,+,6093,418,400
AT4G04972,Chr4,2543464,2543971,+,508,1,0
AT4G04980,Chr4,2544210,2547999,-,3790,1,2
AT4G04985,Chr4,2548995,2549471,-,477,0,0
AT4G04990,Chr4,2555090,2557046,+,1957,10,9
AT4G05000,Chr4,2563044,2564740,+,1697,207,208
AT4G05010,Chr4,2567474,2568162,+,689,41,46
AT4G05018,Chr4,2571413,2572177,+,765,2,5
AT4G05020,Chr4,2572621,2576595,+,3975,468,463
AT4G05030,Chr4,2576790,2577974,-,1185,0,0
AT4G05040,Chr4,2578646,2581798,+,3153,264,231
AT4G05048,Chr4,2586978,2587104,-,127,0,1
AT4G05050,Chr4,2588004,2589386,-,1383,13744,13533
AT4G05060,Chr4,2590065,2592163,-,2099,445,399
