"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source","group","logFC_scheible2004","Padj_scheible2004","logFC_nguyen2017","Padj_nguyen2017"
"AT1G72540",54.5797302369788,-0.840362021641745,0.243185164244454,-3.45564674659594,0.000548974271193138,0.0220328921357277,NA,"Q9CAH1",843586,"Putative receptor-like protein kinase At1g72540 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAH1]",NA,NA,"en24",1.79573768442953,9.85319283621511e-06,NA,NA
"AT1G72650",665.44056961327,-0.654913508150891,0.107602631259291,-6.08640792967916,1.15472010278568e-09,2.92548338040753e-06,"TRFL6",NA,843597,"TRF-like 6 [Source:UniProtKB/TrEMBL;Acc:F4IDF1]","TRFL6","TAIR Gene Name","en24",0.292935136186538,0.0278306648015011,NA,NA
"AT1G72940",353.712443105271,0.745474266132048,0.208957780361361,3.56758319715525,0.000360289002200475,0.0172224940957529,NA,NA,843625,"At1g72940/F3N23_14 [Source:UniProtKB/TrEMBL;Acc:Q9SSN2]",NA,NA,"en24",1.27489691152811,1.60217935967652e-06,1.098,0.0026
"AT1G73170",1120.73233630521,-0.482107701213403,0.0936274013312272,-5.14921587439817,2.61577686163956e-07,0.000120492194162979,NA,NA,843649,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:TAIR;Acc:AT1G73170]",NA,NA,"en24",NA,NA,NA,NA
"AT1G73310",217.142309734566,-0.516723352300199,0.167073659510281,-3.09278765913667,0.00198285957633826,0.0467975968827642,"scpl4","Q9CAU4",843665,"Serine carboxypeptidase-like 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAU4]","SCPL4","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT1G73950",327.696273754201,-0.39868232925387,0.105803124187171,-3.76815271114849,0.000164460086511167,0.0101624299799035,NA,NA,843732,"Transmembrane Fragile-X-F-associated protein [Source:UniProtKB/TrEMBL;Acc:F4HS21]",NA,NA,"en24",NA,NA,NA,NA
"AT1G73990",1182.33348376941,-0.401686667865293,0.1304176922453,-3.08000134759146,0.00206999658365596,0.047818217758817,"SPPA",NA,843737,"Serine protease SPPA, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C9C0]","SPPA","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT1G74060",3166.99540249887,0.300442803927831,0.0870753494133716,3.45037724168689,0.000559803697224031,0.0222954760313266,NA,"Q9C9C6",843746,"60S ribosomal protein L6-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9C6]","RPL6B","UniProtKB Gene Name","en24",-0.207663974339333,0.0485997243169627,NA,NA
"AT1G74180",118.999027804847,-0.671927840984947,0.184062040019125,-3.65055087358115,0.000261678470562647,0.0140309503739781,"AtRLP14",NA,843758,"Receptor-like protein 14 [Source:UniProtKB/Swiss-Prot;Acc:F4HTV4]","AtRLP14","TAIR Gene Name","en24",NA,NA,NA,NA
"AT1G74260",942.256359367709,0.530661774944373,0.144355845679261,3.67606709965478,0.0002368572483618,0.0130098176417262,"PUR4","Q9M8D3",843766,"Probable phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M8D3]","PUR4","TAIR Gene Name","en24",-0.421472527988301,0.0396078735227188,NA,NA
"AT1G74450",141.757980757995,0.549455490060844,0.167513028551029,3.2800761517691,0.00103779070459813,0.0321760165788444,NA,NA,843786,"At1g74450/F1M20_13 [Source:UniProtKB/TrEMBL;Acc:Q9CA69]",NA,NA,"en24",NA,NA,0.769,0.0026
"AT1G74930",42.9940802735637,1.3117767404311,0.414052357092323,3.16814218772485,0.00153416467839469,0.0406995414943764,"ORA47","Q9S7L5",843832,"Ethylene-responsive transcription factor ERF018 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7L5]","ERF018","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT1G75290",145.625305191513,-0.581609450412096,0.168541774885146,-3.45083259511441,0.000558860098731148,0.0222954760313266,NA,NA,843866,"NAD(P)-binding Rossmann-fold superfamily protein [Source:TAIR;Acc:AT1G75290]",NA,NA,"en24",NA,NA,1.758,0.0049
"AT1G75295",417.114355027591,-0.472632938080797,0.105592964796088,-4.47598889749429,7.60584372513271e-06,0.00134930243208356,NA,NA,NA,NA,NA,NA,"en24",NA,NA,NA,NA
"AT1G75300",297.504063489421,-0.468349597840497,0.118792928940351,-3.94257134678166,8.06126582093894e-05,0.00669613670732747,NA,NA,843867,"At1g75300 [Source:UniProtKB/TrEMBL;Acc:Q9FRM1]",NA,NA,"en24",0.453898028938029,0.00689124543456006,NA,NA
"AT1G75490",50.2358265574939,1.52780356979727,0.339970882889228,4.49392476441893,6.9922340843392e-06,0.00130498070017923,NA,"Q9LQZ2",843885,"Dehydration-responsive element-binding protein 2D [Source:UniProtKB/Swiss-Prot;Acc:Q9LQZ2]","DREB2D","UniProtKB Gene Name","en24",-0.374578185235756,0.0327653300179618,NA,NA
"AT1G75850",647.993811411706,-0.370832787266937,0.0992011556929319,-3.7381901922072,0.000185349711534311,0.011035024028565,"VPS35B","F4I0P8",843918,"Vacuolar protein sorting-associated protein 35 [Source:UniProtKB/TrEMBL;Acc:A0A178WDK6]","VPS35B","UniProtKB Gene Name","en24",0.692822081381087,0.000606677443355469,NA,NA
"AT1G76570",334.54123040886,-0.56204471738943,0.176148508619374,-3.19074354812682,0.00141907180322013,0.0388750631757288,NA,"Q9C9K1",843990,"Chlorophyll a-b binding protein 7, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C9K1]","LHCB7","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT1G76600",116.297163754925,1.25197727504807,0.274700231088879,4.55761274785019,5.17383180407067e-06,0.00103824973272183,NA,NA,843993,"Poly polymerase [Source:UniProtKB/TrEMBL;Acc:Q9C9J8]",NA,NA,"en24",0.340911321323203,0.00304576269263605,2.628,1.4e-05
"AT1G76850",1074.02127989449,-0.222962112533588,0.0720277642264791,-3.09550233757807,0.00196479824194103,0.0467400595864563,"SEC5A","Q8S3U9",844020,"Exocyst complex component SEC5A [Source:UniProtKB/Swiss-Prot;Acc:Q8S3U9]","SEC5A","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT1G77760",1576.27842229641,0.739658218685907,0.189126522173369,3.91091746512357,9.19461903739544e-05,0.00713568803414888,"NIA1","P11832",844112,"Nitrate reductase [Source:UniProtKB/TrEMBL;Acc:A0A178WBR8]","NIA1","UniProtKB Gene Name","en24",0.237182637279924,0.0389593345820768,NA,NA
"AT1G78130",459.285962206945,-0.476177081309487,0.109110439025595,-4.36417528480281,1.27603233463329e-05,0.00194455814724417,"UNE2",NA,844149,"At1g78130 [Source:UniProtKB/TrEMBL;Acc:Q9C9R9]","UNE2","TAIR Gene Name","en24",0.824002261664677,3.15472726721917e-05,NA,NA
"AT1G78290",506.224173858753,-0.453076753867487,0.140730565467351,-3.21946232762491,0.0012843123478963,0.0369226137122867,NA,"Q9M9E9",844164,"SRK2C [Source:UniProtKB/TrEMBL;Acc:A0A178W6S8]","SRK2C","UniProtKB Gene Name","en24",0.266870987603203,0.0498224611880649,0.863,0.0013
"AT1G78380",7492.38075913467,0.327947691185765,0.0813057061055784,4.03351384415644,5.49489418042487e-05,0.0052286626877395,"ATGSTU19","Q9ZRW8",844174,"GSTU19 [Source:UniProtKB/TrEMBL;Acc:A0A178W4K6]","GSTU19","UniProtKB Gene Name","en24",0.342707258827349,0.000690133517093539,1.45,5.2e-05
"AT1G78460",998.242466061336,0.759997000647551,0.231340849880168,3.28518288508589,0.00101916195251349,0.0318553565206832,NA,NA,844182,"AT1G78460 protein [Source:UniProtKB/TrEMBL;Acc:Q9SYN5]",NA,NA,"en24",-1.55811450113738,1.47961286212783e-07,NA,NA
"AT1G78580",935.798498186461,-0.41394090295879,0.124645434491374,-3.32094717025063,0.000897125170794601,0.0299061397395805,"ATTPS1","Q9SYM4",844194,"TPS1 [Source:UniProtKB/TrEMBL;Acc:A0A384L3B9]","TPS1","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT1G79110",625.267895085702,-0.806924405890478,0.139407068001748,-5.78826036195208,7.11191171839341e-09,9.60961511389318e-06,NA,NA,844252,"Probable BOI-related E3 ubiquitin-protein ligase 2 [Source:UniProtKB/Swiss-Prot;Acc:F4IDI6]","BRG2","UniProtKB Gene Name","en24",1.03207329225137,8.16289742348147e-07,NA,NA
"AT1G79270",853.147842134188,-0.338353065588627,0.101801606175912,-3.32365154439661,0.000888471349500174,0.0297774552154652,"ECT8",NA,844267,"Evolutionarily conserved C-terminal region 8 [Source:UniProtKB/TrEMBL;Acc:Q9FPE7]","ECT8","TAIR Gene Name","en24",0.620959493247364,0.00408924221694818,0.898,9.1e-05
"AT1G79770",134.145102699111,-0.598460674066311,0.18784725529945,-3.18588990354049,0.00144309502735049,0.0393127016321772,NA,NA,844316,"CASP-like protein (DUF1677) [Source:UniProtKB/TrEMBL;Acc:Q9CA85]",NA,NA,"en24",NA,NA,NA,NA
"AT1G79830",1932.57601953854,-0.33203961954642,0.100852921698225,-3.29231532369442,0.000993661336904356,0.0317765412953497,"GC5","Q0WVL7",844322,"Golgin Putative 5 [Source:UniProtKB/TrEMBL;Acc:F4HQB9]","GC5","TAIR Gene Name","en24",NA,NA,NA,NA
"AT1G80210",425.73011552744,-0.392630772273446,0.100037741229845,-3.92482644496484,8.67922892471053e-05,0.00696672330366617,"BRCC36A",NA,844361,"At1g80210/F18B13_28 [Source:UniProtKB/TrEMBL;Acc:Q8RW94]","BRCC36A","TAIR Gene Name","en24",NA,NA,NA,NA
"AT1G80440",976.729430248422,1.43615583620643,0.241142955316988,5.95562011885676,2.59087519329671e-09,4.03937372444136e-06,NA,"Q9M8L2",844383,"F-box/kelch-repeat protein At1g80440 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L2]",NA,NA,"en24",-1.08784531158447,1.78978765381198e-05,NA,NA
"AT1G80630",196.554520698982,0.341218303183188,0.109963248113144,3.10302131883282,0.00191555840869128,0.0461099024077848,NA,NA,844402,"At1g80630 [Source:UniProtKB/TrEMBL;Acc:Q9M8N0]",NA,NA,"en24",-0.34142441974731,0.00902666799227215,NA,NA
"AT1G80840",268.156917593012,0.979646057318582,0.2493236805049,3.92921384496941,8.52240261785585e-05,0.00692625282751031,"WRKY40","Q9SAH7",844423,"Probable WRKY transcription factor 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH7]","WRKY40","UniProtKB Gene Name","en24",1.48315536310809,0.00010911391918494,NA,NA
"AT1G80940",849.729376182723,-0.573821778899813,0.183474418971737,-3.12753015987588,0.00176281732467259,0.0442187890302772,NA,NA,844434,"F23A5.30 protein [Source:UniProtKB/TrEMBL;Acc:Q9SAG6]",NA,NA,"en24",NA,NA,NA,NA
"AT2G01180",532.224538226605,0.565943315434308,0.164737517386877,3.43542457365811,0.000591626129275073,0.0229714145366804,"ATPAP1",NA,814646,"phosphatidic acid phosphatase 1 [Source:TAIR;Acc:AT2G01180]","ATPAP1","TAIR Gene Name","en24",0.57960518570865,0.000190738137796796,NA,NA
"AT2G01220",1215.93507020911,-0.548346867861311,0.175643943511213,-3.12192300457149,0.00179673922439513,0.0448254918577495,NA,NA,814650,"Nucleotidylyl transferase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8L845]",NA,NA,"en24",NA,NA,NA,NA
"AT2G01460",387.039585854325,-0.578270229891582,0.171255168683672,-3.37665855189289,0.000733720707744616,0.026508112842367,NA,NA,814674,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4INB5]",NA,NA,"en24",0.283433778753816,0.0382620620247402,NA,NA
"AT2G01910",731.609692487631,-0.310082928597416,0.101182127709259,-3.06460177916421,0.00217959997836209,0.0493037191533961,"ATMAP65-6",NA,814722,"65-kDa microtubule-associated protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIS3]","MAP65-6","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT2G02960",718.398477565788,-0.532303073698215,0.171739590653467,-3.09947794607411,0.0019386200992516,0.0464443879097299,NA,NA,814825,"RING/FYVE/PHD zinc finger superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IS71]",NA,NA,"en24",0.223848817224368,0.034683670920408,NA,NA
"AT2G03280",171.984632389931,-0.594669372296135,0.175388604315352,-3.39058158662866,0.000697444917687953,0.0254762801436151,NA,NA,814857,NA,NA,NA,"en24",-0.317351038009568,0.0352010395813209,NA,NA
"AT2G03470",344.688380107195,0.390369669829984,0.119891032918522,3.25603725589119,0.00112978925837054,0.0335756139129826,NA,NA,814876,"ELM2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ83]",NA,NA,"en24",0.333857950036726,0.012023090665455,NA,NA
"AT2G04880",758.291615851204,-0.315648992846874,0.0865966640323278,-3.64504795160513,0.000267341949724459,0.0142591753605667,"ZAP1","Q9SI37",815035,"WRKY transcription factor 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SI37]","WRKY1","UniProtKB Gene Name","en24",0.510143643150886,0.00212465933203487,NA,NA
"AT2G05220",4252.53530705561,0.398542401534916,0.106550198218919,3.74041914700214,0.000183713637187295,0.0109837994056404,NA,"Q9SJ36",815070,"40S ribosomal protein S17-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ36]","RPS17B","UniProtKB Gene Name","en24",-0.200534382123724,0.045531827203786,NA,NA
"AT2G06210",636.061716494616,-0.339288360959634,0.0955150192091708,-3.55219905485878,0.000382025741303379,0.017840935667041,NA,NA,NA,NA,NA,NA,"en24",NA,NA,NA,NA
"AT2G09795",178.606135193101,0.491403683762092,0.159927694692813,3.07266158438646,0.00212158936991785,0.0483693738464511,NA,NA,NA,NA,NA,NA,"en24",NA,NA,NA,NA
"AT2G11890",950.800841997179,0.339075816566282,0.0859099233422948,3.94687602286975,7.91775294284425e-05,0.00665879737118537,NA,NA,815664,"Triphosphate tunel metalloenzyme 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIY3]","TTM3","UniProtKB Gene Name","en24",-0.366661250479079,0.00567050100711817,NA,NA
"AT2G14255",986.029103052042,-0.424821746742939,0.119494463539757,-3.55515840783365,0.000377751431833774,0.017840935667041,NA,"Q3EC11",2745525,"Probable protein S-acyltransferase 23 [Source:UniProtKB/Swiss-Prot;Acc:Q3EC11]","PAT23","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT2G14460",129.0406527638,0.64780130163122,0.179206678212984,3.61482790759238,0.000300547197470724,0.0154606360363874,NA,NA,815934,"At2g14460 [Source:UniProtKB/TrEMBL;Acc:Q9ZQQ9]",NA,NA,"en24",-0.500190734953279,0.00351392361314353,NA,NA
"AT2G14680",721.595114397739,-0.728160834330032,0.207036786590399,-3.51706016269767,0.000436354866387374,0.0191015992050525,"MEE13",NA,815956,"Myosin heavy chain-like protein [Source:UniProtKB/TrEMBL;Acc:F4IGF6]","MEE13","TAIR Gene Name","en24",0.422216961970902,0.00298536700315427,NA,NA
"AT2G15020",519.524998284866,-1.01043441906919,0.298806111349671,-3.38157213219362,0.000720723077901681,0.0261316911322205,NA,NA,815991,"At2g15020 [Source:UniProtKB/TrEMBL;Acc:Q9ZUK9]",NA,NA,"en24",NA,NA,NA,NA
"AT2G15090",368.566466497507,0.816762723732352,0.235851873517184,3.46303258715832,0.00053412370313038,0.0217092285140675,"KCS8","Q4V3C9",815998,"3-ketoacyl-CoA synthase 8 [Source:UniProtKB/Swiss-Prot;Acc:Q4V3C9]","KCS8","UniProtKB Gene Name","en24",-1.25459337283079,0.00308579713896204,NA,NA
"AT2G15880",217.774786250102,1.4064918669037,0.233188617608223,6.03156312400601,1.6238127190158e-09,3.04832174923158e-06,NA,"Q9XIL9",816084,"Pollen-specific leucine-rich repeat extensin-like protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIL9]","PEX3","UniProtKB Gene Name","en24",-0.421013581335283,0.0372123932479633,NA,NA
"AT2G15890",400.239529434526,1.32817366001297,0.260244855270163,5.10355395358027,3.33333420272405e-07,0.000141770487049796,"MEE14",NA,816085,"CCG-binding protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIM0]","MEE14","UniProtKB Gene Name","en24",-1.87123783548916,9.95427725059487e-06,NA,NA
"AT2G16770",142.643202116068,0.524760765958794,0.163563800881501,3.20829403040697,0.001335249119637,0.0372915634727077,"bZIP23","Q8GTS2",816178,"Basic leucine zipper 23 [Source:UniProtKB/Swiss-Prot;Acc:Q8GTS2]","BZIP23","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT2G17230",282.496853310486,0.743679005858252,0.239230388433302,3.10863101769194,0.00187956289870173,0.0456774350490249,"EXL5","Q9SII5",816228,"Protein EXORDIUM-like 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SII5]","EXL5","UniProtKB Gene Name","en24",-0.73168591713291,0.000131657343779192,0.766,0.029
"AT2G17360",4712.09206197157,0.359616038829162,0.104340226851309,3.4465713721481,0.000567748575409909,0.0225188417346537,NA,NA,816243,"40S ribosomal protein S4-1 [Source:UniProtKB/Swiss-Prot;Acc:Q93VH9]","RPS4A","UniProtKB Gene Name","en24",-0.451169824172056,0.000409957912085538,NA,NA
"AT2G17530",422.017057686164,-0.370602669408671,0.108341128556141,-3.42070157794812,0.000624598284063564,0.0237823580385021,NA,NA,816260,"At2g17530 [Source:UniProtKB/TrEMBL;Acc:Q9SHL5]",NA,NA,"en24",NA,NA,NA,NA
"AT2G17830",57.4139169715689,0.635238070273582,0.205568524901976,3.09015239845931,0.0020005381793487,0.0468928694031802,NA,"Q84X17",816292,"At2g17830 [Source:UniProtKB/TrEMBL;Acc:Q058M6]",NA,NA,"en24",NA,NA,NA,NA
"AT2G17970",202.790202033695,-0.458225037120629,0.147073275792231,-3.11562406325917,0.00183556117209082,0.0450597173304438,NA,"Q9SL49",816307,"RNA demethylase ALKBH9B [Source:UniProtKB/Swiss-Prot;Acc:Q9SL49]","ALKBH9B","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT2G18300",508.461238196301,0.734808580125867,0.227717581897666,3.22684166063244,0.00125164702360229,0.036240545534816,NA,NA,816346,"Basic helix-loop-helix (BHLH) DNA-binding superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IQH8]",NA,NA,"en24",-3.0850472166984,8.96990505540284e-09,NA,NA
"AT2G18670",171.923404759199,0.697758856130445,0.20801996507846,3.35428792071602,0.000795695217949398,0.0279016447705855,NA,"Q9ZV51",816382,"RING-H2 finger protein ATL56 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV51]","ATL56","UniProtKB Gene Name","en24",0.531156027506641,0.00716314184435338,NA,NA
"AT2G18700",678.003206846938,1.16659190715655,0.203613755878732,5.7294356273814,1.00765318334505e-08,1.13461748444653e-05,"ATTPS11","Q9ZV48",816385,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV48]","TPS11","UniProtKB Gene Name","en24",-0.780419153508224,0.000119599991252673,NA,NA
"AT2G18910",258.348459985139,0.582112873864343,0.17499625228712,3.32643051640477,0.000879659482698548,0.0296826833307712,NA,NA,816407,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:O64621]",NA,NA,"en24",-0.28000317983652,0.0314375513743487,NA,NA
"AT2G19870",426.183144692304,0.526091460450282,0.136952270461905,3.84142196895248,0.000122323623138873,0.00837586214114421,NA,NA,816506,"tRNA/rRNA methyltransferase (SpoU) family protein [Source:UniProtKB/TrEMBL;Acc:Q8W497]",NA,NA,"en24",NA,NA,NA,NA
"AT2G19930",185.700936056128,-0.678428090259934,0.154526049380029,-4.39038008790001,1.1315270036736e-05,0.00179170228987942,NA,NA,816512,"RNA-dependent RNA polymerase family protein [Source:TAIR;Acc:AT2G19930]",NA,NA,"en24",NA,NA,NA,NA
"AT2G21430",70.451616963059,-0.569477277362536,0.175166217760748,-3.25106795501151,0.0011497237339307,0.0338209007827393,NA,"P43295",816682,"Probable cysteine protease RD19B [Source:UniProtKB/Swiss-Prot;Acc:P43295]","RD19B","UniProtKB Gene Name","en24",0.505811193115328,0.00172528324474164,NA,NA
"AT2G22880",41.3833401775706,1.40174904465667,0.392862054601693,3.56804386740238,0.000359656300023151,0.0172224940957529,NA,NA,816819,"At2g22880 [Source:UniProtKB/TrEMBL;Acc:O81005]",NA,NA,"en24",0.677414640992902,0.000976577556048165,0.795,0.00051
"AT2G23320",978.130324958754,0.476636554618412,0.0964501945927118,4.94178945549197,7.74087846200146e-07,0.000275906221035219,"WRKY15",NA,816864,"Probable WRKY transcription factor 15 [Source:UniProtKB/Swiss-Prot;Acc:O22176]","WRKY15","UniProtKB Gene Name","en24",1.09037250075996,2.01540827225969e-06,NA,NA
"AT2G23810",916.442453560593,0.895876363130404,0.210628037096902,4.25335760366149,2.10588870852768e-05,0.00282663260559199,"TET8","Q8S8Q6",816913,"TET8 [Source:UniProtKB/TrEMBL;Acc:A0A178VYI5]","TET8","UniProtKB Gene Name","en24",1.48038531573454,2.03207796482198e-08,NA,NA
"AT2G23950",585.669091914378,-0.492319578561845,0.147066776730178,-3.34759209053107,0.000815168990173515,0.0284369106589274,NA,"Q0WVM4",816928,"Probable LRR receptor-like serine/threonine-protein kinase At2g23950 [Source:UniProtKB/Swiss-Prot;Acc:Q0WVM4]",NA,NA,"en24",NA,NA,NA,NA
"AT2G24240",57.8566865495936,0.815285265277748,0.237756059747974,3.42908301114161,0.000605624264665417,0.023247713250452,NA,"Q9ZUH1",816958,"BTB/POZ domain-containing protein At2g24240 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUH1]",NA,NA,"en24",NA,NA,NA,NA
"AT2G24290",301.377181242515,0.387429492136249,0.123670217246214,3.13276309173871,0.00173169153512152,0.0437907975330933,NA,NA,816965,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ38]",NA,NA,"en24",-0.449793610241473,0.00250333640706968,NA,NA
"AT2G24520",333.246355930032,-0.395450659687048,0.120336133111903,-3.28621711085989,0.00101542711158994,0.0318553565206832,"AHA5",NA,816988,"H(+)-ATPase 5 [Source:TAIR;Acc:AT2G24520]","AHA5","TAIR Gene Name","en24",0.307417223598296,0.0263680199818495,NA,NA
"AT2G24600",312.316587463711,0.865534898927529,0.247079977955321,3.5030555939423,0.000459953454778325,0.0198347587690363,NA,NA,816996,"Ankyrin repeat family protein [Source:UniProtKB/TrEMBL;Acc:F4IPR3]",NA,NA,"en24",0.889200989132236,4.45921347498936e-06,NA,NA
"AT2G25010",312.375525193934,-0.44039939396216,0.134614631177305,-3.27155666594737,0.00106957151852224,0.0326477041226035,NA,"Q9SK32",817040,"Protein MAIN-LIKE 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK32]","MAIL1","UniProtKB Gene Name","en24",0.406347003164788,0.00668022451619322,NA,NA
"AT2G25250",563.23032688633,0.685669814392793,0.222468225227685,3.08210223590827,0.00205544229534026,0.0477201654547038,NA,NA,817063,"At2g25250 [Source:UniProtKB/TrEMBL;Acc:Q9SIR8]",NA,NA,"en24",NA,NA,NA,NA
"AT2G25590",403.415601830603,-0.617844211492703,0.18628450321252,-3.3166699367786,0.000910971675989327,0.030244276217487,NA,NA,817098,"Plant Tudor-like protein [Source:UniProtKB/TrEMBL;Acc:Q9SLA4]",NA,NA,"en24",0.717739563888771,6.31628031057822e-05,NA,NA
"AT2G25735",65.8709033700933,1.48050323688279,0.406859309816022,3.63885795694896,0.000273849786238302,0.0145615343442659,NA,NA,817115,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8RUI1]",NA,NA,"en24",-0.531837434814874,0.00384111349943104,NA,NA
"AT2G26170",736.226581312371,-0.393283637526288,0.101306500016799,-3.88211652224757,0.000103551234392322,0.00769506835852072,"CYP711A1",NA,817157,"Cytochrome P450 711A1 [Source:UniProtKB/Swiss-Prot;Acc:B9DFU2]","CYP711A1","UniProtKB Gene Name","en24",1.02970577263658,5.05865958542276e-07,NA,NA
"AT2G26190",951.993435092106,0.59197502835664,0.123932968234374,4.77657427874346,1.78306708247581e-06,0.000509002867994644,NA,NA,817159,"IQ domain-containing protein IQM4 [Source:UniProtKB/Swiss-Prot;Acc:O64851]","IQM4","UniProtKB Gene Name","en24",0.994590495704822,7.45365334485263e-06,NA,NA
"AT2G26530",292.327041621361,0.696625006436754,0.217514732324235,3.20265666142715,0.00136166215296745,0.0377024160059349,"AR781",NA,817194,"AR781 [Source:UniProtKB/TrEMBL;Acc:A0A178VPT1]","AR781","TAIR Gene Name","en24",0.826728281629683,1.4645539524889e-05,NA,NA
"AT2G27170",601.710381057694,-0.278915775783052,0.0884407758609325,-3.15370114144666,0.00161214088655992,0.0420607836735063,"TTN7",NA,817259,"Structural maintenance of chromosomes protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q56YN8]","SMC3","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT2G27350",765.39708562968,-0.382339771212155,0.1097015769998,-3.48527142151158,0.00049163806875076,0.0208064030447533,NA,NA,817278,"OTU-containing deubiquitinating enzyme OTU6 [Source:UniProtKB/TrEMBL;Acc:F4IFS7]",NA,NA,"en24",0.23457178909598,0.0407005740007052,NA,NA
"AT2G28070",526.328991250973,-0.40978959802488,0.12134047241859,-3.3771880878395,0.000732309558745761,0.0265043752440341,NA,"Q9ZUU9",817351,"ABC transporter G family member 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUU9]","ABCG3","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT2G28120",63.0704782669455,1.35393493627489,0.339006453625476,3.99383233503475,6.50138451493563e-05,0.00588259202449622,NA,NA,817358,"At2g28120/F24D13.9 [Source:UniProtKB/TrEMBL;Acc:Q9ZUV4]",NA,NA,"en24",-0.408271809434739,0.00194515367388791,NA,NA
"AT2G28260",144.402301666368,-0.449856553707951,0.140934586496969,-3.19195284060118,0.00141314403200208,0.0388335867336367,"ATCNGC15","Q9SL29",817372,"Putative cyclic nucleotide-gated ion channel 15 [Source:UniProtKB/Swiss-Prot;Acc:Q9SL29]","CNGC15","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT2G28320",630.519881890519,-0.370315113278479,0.104249606991884,-3.55219673209233,0.000382029113849209,0.017840935667041,NA,NA,817379,"Pleckstrin homology (PH) and lipid-binding START domains-containing protein [Source:UniProtKB/TrEMBL;Acc:F4IHT0]",NA,NA,"en24",0.386553828690224,0.0080141033737585,NA,NA
"AT2G28890",414.820928863696,0.373276510273622,0.111265875499531,3.35481573840845,0.000794178648682857,0.02789672937869,"PLL4","Q9ZV25",817438,"Probable protein phosphatase 2C 23 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV25]","PLL4","UniProtKB Gene Name","en24",0.939738863088351,1.96200869526275e-06,NA,NA
"AT2G29060",70.6412057372493,-0.573038066322801,0.182928663683145,-3.13257668199759,0.00173279157398563,0.0437907975330933,NA,NA,817454,"Scarecrow-like protein 33 [Source:UniProtKB/Swiss-Prot;Acc:P0C883]","SCL33","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT2G29570",277.039781356492,0.459225806769181,0.119449779546623,3.8445094542007,0.00012079382836932,0.00832737861697066,"PCNA2","Q9ZW35",817506,"Proliferating cell nuclear antigen 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW35]","PCNA2","UniProtKB Gene Name","en24",-0.788766057004531,0.000107328063997256,NA,NA
