gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;tair_symbol;uniprotswissprot;entrezgene_id;description;external_gene_name;external_gene_source
AT3G51890;293.1447210685925;-0.31409034561235727;0.08830175293024715;-3.557011443028418;3.7509782300801066e-4;0.01897827651560555;;F4J5M9;824352;"Clathrin light chain 3 [Source:UniProtKB/Swiss-Prot;Acc:F4J5M9]";;
AT3G51950;396.1382003275462;0.2462878929113915;0.07013171815152715;3.511790376777308;4.450989237578411e-4;0.02107136233298712;;Q9SV09;824358;"Zinc finger CCCH domain-containing protein 46 [Source:UniProtKB/Swiss-Prot;Acc:Q9SV09]";;
AT3G52400;360.7848097353152;-0.41667353578656435;0.13224286454482284;-3.150820554445383;0.0016281248651533553;0.048970781174970904;SYP122;Q9SVC2;824405;"Syntaxin-122 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVC2]";SYP122;UniProtKB Gene Name
AT3G52450;146.98104560310645;-0.5707921491306868;0.1445987680694448;-3.9474205537944758;7.89977197342883e-5;0.005992722602654504;PUB22;Q9SVC6;824410;"RING-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:A0A178VML4]";PUB22;UniProtKB Gene Name
AT3G52740;297.44407337647857;0.33418656811715347;0.10084789226680556;3.3137684943679497;9.204768492427825e-4;0.033565419315341544;;Q9LXJ1;824440;"Protein BIC1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXJ1]";BIC1;UniProtKB Gene Name
AT3G52800;1056.128880796494;-0.2603405990214112;0.06562794035845558;-3.9669171026768115;7.280830218282391e-5;0.005673710280455953;;Q94B40;824446;"A20/AN1-like zinc finger family protein [Source:UniProtKB/TrEMBL;Acc:A0A178VIF4]";SAP6;UniProtKB Gene Name
AT3G53620;197.83507813745456;-0.3872375472338817;0.11923414349953677;-3.2477068721124005;0.001163390572515078;0.03973830836209278;AtPPa4;Q9LFF9;824530;"PPa4 [Source:UniProtKB/TrEMBL;Acc:A0A178VKC0]";PPA4;UniProtKB Gene Name
AT3G53780;79.57139388419859;-0.430868272991877;0.12945728997089992;-3.328265817156607;8.738844102943396e-4;0.03230294055978431;ATRBL4;F4JBM4;824545;"RHOMBOID-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:F4JBM4]";RBL4;UniProtKB Gene Name
AT3G53780;79.57139388419859;-0.430868272991877;0.12945728997089992;-3.328265817156607;8.738844102943396e-4;0.03230294055978431;ATRBL4;;824545;"RHOMBOID-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:F4JBM4]";RBL4;UniProtKB Gene Name
AT3G54050;1735.2786498100254;0.17792087865099832;0.053381295580288625;3.333019116843929;8.590903931130735e-4;0.03200662413316143;HCEF1;P25851;824572;"Fructose-1,6-bisphosphatase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P25851]";CFBP1;UniProtKB Gene Name
AT3G54150;51.491931486376615;-1.121406712750562;0.24400012295976906;-4.595926834575655;4.308298686165058e-6;6.357769834607171e-4;;;824582;"Embryonic abundant protein-like [Source:UniProtKB/TrEMBL;Acc:Q9M389]";;
AT3G54810;196.05307882462319;0.3729477555433429;0.11823908202233205;3.154183449030022;0.0016094787878949768;0.048564608345923674;BME3-ZF;Q9SV30;824646;"GATA transcription factor [Source:UniProtKB/TrEMBL;Acc:B9DHF1]";GATA8;UniProtKB Gene Name
AT3G54900;1805.0758570559908;0.25037116163625683;0.05655435149633521;4.427089251522602;9.551321882692914e-6;0.0012027661269479097;CXIP1;Q84Y95;824655;"Monothiol glutaredoxin-S14, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q84Y95]";GRXS14;UniProtKB Gene Name
AT3G55450;649.1425894532213;-0.3468000199363515;0.06117222686426041;-5.669239746754549;1.434325430103591e-8;6.773243262306683e-6;PBL1;;824711;"PBS1-like 1 [Source:UniProtKB/TrEMBL;Acc:F4IWV6]";PBL1;TAIR Gene Name
AT3G55450;649.1425894532213;-0.3468000199363515;0.06117222686426041;-5.669239746754549;1.434325430103591e-8;6.773243262306683e-6;PBL1;Q8H186;824711;"PBS1-like 1 [Source:UniProtKB/TrEMBL;Acc:F4IWV6]";PBL1;TAIR Gene Name
AT3G55880;200.10839026481983;-0.46208398244247134;0.12755487715545136;-3.622628885286203;2.9162407388858615e-4;0.016249224577231575;SUE4;;824754;"Alpha/beta hydrolase related protein [Source:UniProtKB/TrEMBL;Acc:Q8L7D8]";SUE4;TAIR Gene Name
AT3G55980;932.3166830331159;-0.6388452479635819;0.09641948295711576;-6.625686307068452;3.456384846848505e-11;3.436192282743232e-8;SZF1;Q93ZS9;824764;"Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4]";SZF1;TAIR Gene Name
AT3G55980;932.3166830331159;-0.6388452479635819;0.09641948295711576;-6.625686307068452;3.456384846848505e-11;3.436192282743232e-8;SZF1;;824764;"Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4]";SZF1;TAIR Gene Name
AT3G56370;225.8159622561709;0.3791187996538852;0.11072085047164325;3.4240958052519783;6.168487028610001e-4;0.025721093042696316;;Q9LY03;824804;"Probable LRR receptor-like serine/threonine-protein kinase IRK [Source:UniProtKB/Swiss-Prot;Acc:Q9LY03]";IRK;UniProtKB Gene Name
AT3G57450;1613.2933061144627;-0.3437710907294944;0.08285608380234565;-4.149014471279685;3.33909704533778e-5;0.003169457491928911;;;28719408;"At3g57450 [Source:UniProtKB/TrEMBL;Acc:Q9SCM7]";;
AT3G57530;663.8689942446845;-0.24462378062291948;0.056012455394277696;-4.36731042945692;1.2578588893910321e-5;0.001513356468898548;CPK32;Q6NLQ6;824920;"Calcium-dependent protein kinase 32 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLQ6]";CPK32;UniProtKB Gene Name
AT3G57530;663.8689942446845;-0.24462378062291948;0.056012455394277696;-4.36731042945692;1.2578588893910321e-5;0.001513356468898548;CPK32;;824920;"Calcium-dependent protein kinase 32 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLQ6]";CPK32;UniProtKB Gene Name
AT3G57760;116.74765189651757;-0.5710496806004325;0.1047299197089889;-5.452593510882064;4.964045321792376e-8;1.9135888180272692e-5;;;824945;"AT3g57760/F15B8_50 [Source:UniProtKB/TrEMBL;Acc:Q9SVZ0]";;
AT3G58070;19.409524567029152;1.0857695671968326;0.3414962571815019;3.179447927652562;0.001475558784645124;0.04599311861907879;GIS;Q84WI0;824976;"GIS [Source:UniProtKB/TrEMBL;Acc:A0A178V7D1]";GIS;UniProtKB Gene Name
AT3G58100;21.45758373649067;0.7381291597649159;0.22992475172153318;3.2103075212140713;0.001325930358467738;0.043107570638721344;PDCB5;Q9M2K6;824979;"Plasmodesmata callose-binding protein 5 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSI7]";PDCB5;TAIR Gene Name
AT3G58100;21.45758373649067;0.7381291597649159;0.22992475172153318;3.2103075212140713;0.001325930358467738;0.043107570638721344;PDCB5;;824979;"Plasmodesmata callose-binding protein 5 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSI7]";PDCB5;TAIR Gene Name
AT3G59080;110.37096259803367;-0.4717175591173243;0.10885661461384329;-4.333384432270742;1.4683437620129035e-5;0.001674901152494267;;;825077;"AT3g59080/F17J16_130 [Source:UniProtKB/TrEMBL;Acc:Q9LYS8]";;
AT3G59880;135.65885560713028;-0.4731803180403417;0.13273512137708363;-3.564846388290078;3.640693507088268e-4;0.01868724447157345;;;825158;"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q5BPM7]";;
AT3G59940;3344.5636315583242;-0.24048409057445588;0.060767604138874116;-3.9574390661325074;7.575760419696282e-5;0.005793463099904578;;Q9M1Y1;825164;"F-box/kelch-repeat protein SKIP20 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1Y1]";SKIP20;UniProtKB Gene Name
AT3G59950;1553.9519045834347;-0.30135345066398544;0.07681908752379195;-3.9228980762190395;8.749017007325845e-5;0.006557943740134043;;;825165;"Cysteine protease [Source:UniProtKB/TrEMBL;Acc:A0A178VJJ3]";ATG4B;UniProtKB Gene Name
AT3G59950;1553.9519045834347;-0.30135345066398544;0.07681908752379195;-3.9228980762190395;8.749017007325845e-5;0.006557943740134043;;Q9M1Y0;825165;"Cysteine protease [Source:UniProtKB/TrEMBL;Acc:A0A178VJJ3]";ATG4B;UniProtKB Gene Name
AT3G60750;6221.524943624345;0.20242358103462557;0.04640602645216621;4.36201063763296;1.28872602334044e-5;0.0015373284775247996;;;825246;"Transketolase-1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8RWV0]";TKL-1;UniProtKB Gene Name
AT3G60750;6221.524943624345;0.20242358103462557;0.04640602645216621;4.36201063763296;1.28872602334044e-5;0.0015373284775247996;;Q8RWV0;825246;"Transketolase-1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8RWV0]";TKL-1;UniProtKB Gene Name
AT3G61190;118.26684611457455;-0.6052806686203163;0.14953430024907632;-4.047771431785966;5.1707602839638524e-5;0.004346688206990666;BAP1;Q941L2;825291;"BON1-associated protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q941L2]";BAP1;UniProtKB Gene Name
AT3G61390;21.760068201872418;-2.0044345160676613;0.6242624997666669;-3.2108840701097163;0.0013232730699584791;0.04309535348007881;;;825311;"U-box domain-containing protein 36 [Source:UniProtKB/Swiss-Prot;Acc:Q8GZ84]";PUB36;UniProtKB Gene Name
AT3G61390;21.760068201872418;-2.0044345160676613;0.6242624997666669;-3.2108840701097163;0.0013232730699584791;0.04309535348007881;;Q8GZ84;825311;"U-box domain-containing protein 36 [Source:UniProtKB/Swiss-Prot;Acc:Q8GZ84]";PUB36;UniProtKB Gene Name
AT3G61960;221.98395634719182;-0.2894000589500074;0.08967700271796811;-3.227137952638351;0.00125035161968697;0.04151023705920609;;Q94C95;825369;"Serine/threonine-protein kinase ATG1a [Source:UniProtKB/Swiss-Prot;Acc:Q94C95]";ATG1A;UniProtKB Gene Name
AT3G61960;221.98395634719182;-0.2894000589500074;0.08967700271796811;-3.227137952638351;0.00125035161968697;0.04151023705920609;;;825369;"Serine/threonine-protein kinase ATG1a [Source:UniProtKB/Swiss-Prot;Acc:Q94C95]";ATG1A;UniProtKB Gene Name
AT3G62950;346.211652755011;-0.6952513917577411;0.1835837625315945;-3.787107215639996;1.524113463038107e-4;0.010318630538826812;;Q9LYC6;825470;"Glutaredoxin-C11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYC6]";GRXC11;UniProtKB Gene Name
AT4G01050;2135.3823719444003;0.17568403333942859;0.05565970594268046;3.1563952838764853;0.0015973223040501763;0.04832570796504222;TROL;;827921;"thylakoid rhodanese-like [Source:TAIR;Acc:AT4G01050]";TROL;TAIR Gene Name
AT4G01050;2135.3823719444003;0.17568403333942859;0.05565970594268046;3.1563952838764853;0.0015973223040501763;0.04832570796504222;TROL;Q9M158;827921;"thylakoid rhodanese-like [Source:TAIR;Acc:AT4G01050]";TROL;TAIR Gene Name
AT4G01250;484.0270229369255;-0.9562334272623696;0.10190701100100001;-9.383391955760395;6.388377314179045e-21;6.033502954376399e-17;WRKY22;O04609;827896;"WRKY transcription factor 22 [Source:UniProtKB/Swiss-Prot;Acc:O04609]";WRKY22;UniProtKB Gene Name
AT4G01360;29.812571726240034;-0.8559234330723067;0.23636727747192066;-3.621158741712826;2.932864827710199e-4;0.01629378933253469;;;827971;"BPS1-like protein [Source:UniProtKB/TrEMBL;Acc:F4JI15]";;
AT4G01915;45.96420369860281;0.6076827877448162;0.19046972438047205;3.19044294163487;0.0014205488846419172;0.04487081585618925;;;2745599;"unknown protein; Ha. [Source:TAIR;Acc:AT4G01915]";;
AT4G02380;10540.069791391596;-0.5444217507747563;0.11836436231911811;-4.599541112779871;4.23422624942343e-6;6.297661387823556e-4;SAG21;;828053;"senescence-associated gene 21 [Source:TAIR;Acc:AT4G02380]";SAG21;TAIR Gene Name
AT4G02380;10540.069791391596;-0.5444217507747563;0.11836436231911811;-4.599541112779871;4.23422624942343e-6;6.297661387823556e-4;SAG21;Q93WF6;828053;"senescence-associated gene 21 [Source:TAIR;Acc:AT4G02380]";SAG21;TAIR Gene Name
AT4G02880;5566.826712871873;0.31296219545687787;0.06624368085039396;4.7244082973540955;2.307863260214964e-6;4.2323523419612093e-4;;;828150;"unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G03290.2); Ha. [Source:TAIR;Acc:AT4G02880]";;
AT4G02890;5741.436165909811;0.3316257804380296;0.06620051227468368;5.0094141124169145;5.45959843714313e-7;1.30539689720502e-4;UBQ14;Q3E7T8;825880;"Polyubiquitin 14 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7T8]";UBQ14;UniProtKB Gene Name
AT4G02890;5741.436165909811;0.3316257804380296;0.06620051227468368;5.0094141124169145;5.45959843714313e-7;1.30539689720502e-4;UBQ14;Q3E7T8;828148;"Polyubiquitin 14 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7T8]";UBQ14;UniProtKB Gene Name
AT4G02890;5741.436165909811;0.3316257804380296;0.06620051227468368;5.0094141124169145;5.45959843714313e-7;1.30539689720502e-4;UBQ14;Q3E7T8;825847;"Polyubiquitin 14 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7T8]";UBQ14;UniProtKB Gene Name
AT4G02890;5741.436165909811;0.3316257804380296;0.06620051227468368;5.0094141124169145;5.45959843714313e-7;1.30539689720502e-4;UBQ14;P0CH33;825880;"Polyubiquitin 14 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7T8]";UBQ14;UniProtKB Gene Name
AT4G02890;5741.436165909811;0.3316257804380296;0.06620051227468368;5.0094141124169145;5.45959843714313e-7;1.30539689720502e-4;UBQ14;P0CH33;828148;"Polyubiquitin 14 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7T8]";UBQ14;UniProtKB Gene Name
AT4G02890;5741.436165909811;0.3316257804380296;0.06620051227468368;5.0094141124169145;5.45959843714313e-7;1.30539689720502e-4;UBQ14;P0CH33;825847;"Polyubiquitin 14 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7T8]";UBQ14;UniProtKB Gene Name
AT4G02920;1087.893909982886;0.19166226454286361;0.051797054423528444;3.700254129814038;2.153836697655995e-4;0.012956631013383466;;;828139;"Uncharacterized protein At4g02920 [Source:UniProtKB/TrEMBL;Acc:Q8RXG5]";;
AT4G03070;27.037102584301532;0.6975857218530169;0.20490809786024583;3.4043833754622703;6.631361064535375e-4;0.027112506309092795;AOP1;Q9ZTA3;828100;"Probable 2-oxoglutarate-dependent dioxygenase AOP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZTA3]";AOP1;UniProtKB Gene Name
AT4G03070;27.037102584301532;0.6975857218530169;0.20490809786024583;3.4043833754622703;6.631361064535375e-4;0.027112506309092795;AOP1;Q944Z5;828100;"Probable 2-oxoglutarate-dependent dioxygenase AOP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZTA3]";AOP1;UniProtKB Gene Name
AT4G03070;27.037102584301532;0.6975857218530169;0.20490809786024583;3.4043833754622703;6.631361064535375e-4;0.027112506309092795;AOP1;Q945B6;828100;"Probable 2-oxoglutarate-dependent dioxygenase AOP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZTA3]";AOP1;UniProtKB Gene Name
AT4G03320;124.03318037096417;-0.4213269633673776;0.12752062976002532;-3.3039906104624146;9.531902467114806e-4;0.03449197427228574;tic20-IV;Q9ZQZ9;827972;"Protein TIC 20-IV, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQZ9]";TIC20-IV;UniProtKB Gene Name
AT4G03420;293.29095223789307;-0.3254101583591214;0.08892645730179045;-3.659317690513345;2.528876769763097e-4;0.01460793679023093;;;827928;"AT4g03420/F9H3_4 [Source:UniProtKB/TrEMBL;Acc:Q8S9K9]";;
AT4G03510;2187.1789529268526;-0.6440053819707712;0.08756215231008464;-7.354837278212956;1.9115984240619673e-13;3.61081826321065e-10;RMA1;O64425;825654;"E3 ubiquitin-protein ligase RMA1 [Source:UniProtKB/Swiss-Prot;Acc:O64425]";RMA1;UniProtKB Gene Name
AT4G04890;562.9555163435443;0.2980762758082748;0.06925578306050499;4.3039911273237905;1.67748384328951e-5;0.001852982006777518;PDF2;Q93V99;825828;"Homeobox-leucine zipper protein PROTODERMAL FACTOR 2 [Source:UniProtKB/Swiss-Prot;Acc:Q93V99]";PDF2;UniProtKB Gene Name
AT4G05050;11290.83346472138;0.23443312624190943;0.06768569067445797;3.463555205035023;5.330871954872514e-4;0.023637286468447635;UBQ11;P0CH33;825880;"Polyubiquitin [Source:UniProtKB/TrEMBL;Acc:Q8H0Y0]";UBQ11;UniProtKB Gene Name
AT4G05050;11290.83346472138;0.23443312624190943;0.06768569067445797;3.463555205035023;5.330871954872514e-4;0.023637286468447635;UBQ11;P0CH33;828148;"Polyubiquitin [Source:UniProtKB/TrEMBL;Acc:Q8H0Y0]";UBQ11;UniProtKB Gene Name
AT4G05050;11290.83346472138;0.23443312624190943;0.06768569067445797;3.463555205035023;5.330871954872514e-4;0.023637286468447635;UBQ11;P0CH33;825847;"Polyubiquitin [Source:UniProtKB/TrEMBL;Acc:Q8H0Y0]";UBQ11;UniProtKB Gene Name
AT4G05050;11290.83346472138;0.23443312624190943;0.06768569067445797;3.463555205035023;5.330871954872514e-4;0.023637286468447635;UBQ11;;825880;"Polyubiquitin [Source:UniProtKB/TrEMBL;Acc:Q8H0Y0]";UBQ11;UniProtKB Gene Name
AT4G05050;11290.83346472138;0.23443312624190943;0.06768569067445797;3.463555205035023;5.330871954872514e-4;0.023637286468447635;UBQ11;;828148;"Polyubiquitin [Source:UniProtKB/TrEMBL;Acc:Q8H0Y0]";UBQ11;UniProtKB Gene Name
AT4G05050;11290.83346472138;0.23443312624190943;0.06768569067445797;3.463555205035023;5.330871954872514e-4;0.023637286468447635;UBQ11;;825847;"Polyubiquitin [Source:UniProtKB/TrEMBL;Acc:Q8H0Y0]";UBQ11;UniProtKB Gene Name
AT4G05320;61778.242942855555;0.32511152845872426;0.0712027687607868;4.5659955942299195;4.971292070757142e-6;7.279281854614857e-4;UBQ10;Q8H159;825880;"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]";UBQ10;UniProtKB Gene Name
AT4G05320;61778.242942855555;0.32511152845872426;0.0712027687607868;4.5659955942299195;4.971292070757142e-6;7.279281854614857e-4;UBQ10;Q8H159;828148;"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]";UBQ10;UniProtKB Gene Name
AT4G05320;61778.242942855555;0.32511152845872426;0.0712027687607868;4.5659955942299195;4.971292070757142e-6;7.279281854614857e-4;UBQ10;Q8H159;825847;"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]";UBQ10;UniProtKB Gene Name
AT4G05320;61778.242942855555;0.32511152845872426;0.0712027687607868;4.5659955942299195;4.971292070757142e-6;7.279281854614857e-4;UBQ10;Q3E7T8;825880;"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]";UBQ10;UniProtKB Gene Name
AT4G05320;61778.242942855555;0.32511152845872426;0.0712027687607868;4.5659955942299195;4.971292070757142e-6;7.279281854614857e-4;UBQ10;Q3E7T8;828148;"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]";UBQ10;UniProtKB Gene Name
AT4G05320;61778.242942855555;0.32511152845872426;0.0712027687607868;4.5659955942299195;4.971292070757142e-6;7.279281854614857e-4;UBQ10;Q3E7T8;825847;"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]";UBQ10;UniProtKB Gene Name
AT4G05320;61778.242942855555;0.32511152845872426;0.0712027687607868;4.5659955942299195;4.971292070757142e-6;7.279281854614857e-4;UBQ10;;825880;"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]";UBQ10;UniProtKB Gene Name
AT4G05320;61778.242942855555;0.32511152845872426;0.0712027687607868;4.5659955942299195;4.971292070757142e-6;7.279281854614857e-4;UBQ10;;828148;"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]";UBQ10;UniProtKB Gene Name
AT4G05320;61778.242942855555;0.32511152845872426;0.0712027687607868;4.5659955942299195;4.971292070757142e-6;7.279281854614857e-4;UBQ10;;825847;"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]";UBQ10;UniProtKB Gene Name
AT4G10060;469.31145326063444;0.2866832606539664;0.07842358252291562;3.655574655368449;2.5660651669443365e-4;0.014732645877936648;;;826597;"Non-lysosomal glucosylceramidase [Source:UniProtKB/TrEMBL;Acc:F4JLJ2]";;
AT4G10360;275.9662793585511;0.2713264103430078;0.08509927452026908;3.188351626644982;0.0014308642145534178;0.0450330508876731;;;826628;"AT4G10360 protein [Source:UniProtKB/TrEMBL;Acc:Q93ZA9]";;
AT4G11280;97.99390304104158;-0.7778022949509842;0.1480872857135776;-5.2523232578883725;1.5019256291774686e-7;4.748814919696582e-5;ACS6;Q9SAR0;826730;"1-aminocyclopropane-1-carboxylate synthase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAR0]";ACS6;UniProtKB Gene Name
AT4G11460;30.60522861180358;0.9311608248868792;0.26137226538221175;3.5625846664534873;3.6722141837004557e-4;0.018797954936563117;CRK30;;826751;"Putative cysteine-rich receptor-like protein kinase 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDT0]";CRK30;UniProtKB Gene Name
AT4G11460;30.60522861180358;0.9311608248868792;0.26137226538221175;3.5625846664534873;3.6722141837004557e-4;0.018797954936563117;CRK30;Q9LDT0;826751;"Putative cysteine-rich receptor-like protein kinase 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDT0]";CRK30;UniProtKB Gene Name
AT4G12320;695.493714324603;0.3582354282042024;0.11244355312517326;3.1859134494390373;0.0014429775869674655;0.04527641800702401;CYP706A6;;826841;"At4g12320 [Source:UniProtKB/TrEMBL;Acc:Q66GJ1]";CYP706A6;TAIR Gene Name
AT4G13050;418.91084897620516;0.20747306004073862;0.05871837316819213;3.5333584506242284;4.103157434136476e-4;0.01998014359658403;;Q9SV64;826919;"Oleoyl-acyl carrier protein thioesterase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SV64]";FATA2;UniProtKB Gene Name
AT4G13100;245.9211973284868;0.31167523057892405;0.09502748475579655;3.2798429988952464;0.0010386486932643742;0.036602677550505155;;;826924;"RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JS86]";;
AT4G13395;166.96537086958477;-0.4625010001191209;0.14499168035340446;-3.1898450931240703;0.0014234907291068172;0.04488867509532332;DVL10;;5008138;"DVL10 [Source:UniProtKB/TrEMBL;Acc:Q6IM91]";DVL10;TAIR Gene Name
AT4G13510;1994.4060076759947;-0.2543682548453817;0.06784177047283922;-3.749434206573652;1.7723398659468572e-4;0.011464975249270612;"AMT1;1";P54144;826983;"Ammonium transporter [Source:UniProtKB/TrEMBL;Acc:A0A178V540]";AMT1-1;UniProtKB Gene Name
AT4G13770;448.3264718831018;0.4496415337032573;0.13057194822741072;3.4436304260402;5.739596820050442e-4;0.024980471044684975;CYP83A1;P48421;827011;"Cytochrome P450 83A1 [Source:UniProtKB/Swiss-Prot;Acc:P48421]";CYP83A1;UniProtKB Gene Name
AT4G14220;112.04633168583649;-0.47512138679765725;0.14552030255297338;-3.2649835003242935;0.0010947045313489643;0.03801079759678416;RHF1A;Q4TU14;827062;"E3 ubiquitin-protein ligase RHF1A [Source:UniProtKB/Swiss-Prot;Acc:Q4TU14]";RHF1A;UniProtKB Gene Name
AT4G14450;24.939540703812625;-2.2006310530728848;0.26844259783737767;-8.197771407375612;2.4488445864575773e-16;1.1564056348399295e-12;;Q6NN02;827090;"Uncharacterized protein At4g14450, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q6NN02]";;
AT4G14620;156.96961798278434;-0.4566159890779295;0.12231870606705599;-3.733002120114068;1.892110014261492e-4;0.011996911702231071;;;827112;"Uncharacterized protein At4g14620 [Source:UniProtKB/TrEMBL;Acc:Q8L7H9]";;
AT4G14622;156.96961798278434;-0.4566159890779295;0.12231870606705599;-3.733002120114068;1.892110014261492e-4;0.011996911702231071;NA;NA;NA;NA;NA;NA
AT4G14890;1647.3543077845575;0.2031258233710628;0.05657514521543138;3.590372107708853;3.302062207749607e-4;0.017526156186602918;FdC2;O23344;827146;"Ferredoxin C 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23344]";FdC2;TAIR Gene Name
AT4G15530;894.1044622286622;-0.5610431423114837;0.1365068940387318;-4.109998592102579;3.956615297095055e-5;0.0035588812546108804;PPDK;;827226;"Pyruvate, phosphate dikinase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23404]";PPDK;UniProtKB Gene Name
AT4G15530;894.1044622286622;-0.5610431423114837;0.1365068940387318;-4.109998592102579;3.956615297095055e-5;0.0035588812546108804;PPDK;O23404;827226;"Pyruvate, phosphate dikinase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23404]";PPDK;UniProtKB Gene Name
AT4G15560;1685.552750415456;0.17148887977314625;0.05090792568838301;3.3686086685767154;7.55486091354437e-4;0.02924257536802041;CLA1;Q38854;827230;"DXS1 [Source:UniProtKB/TrEMBL;Acc:A0A178V5I0]";DXS;UniProtKB Gene Name
AT4G15610;6689.660046614114;-0.3809311383155492;0.09261404372746142;-4.113103401861261;3.903754227448668e-5;0.0035450968078018217;;Q9FE29;827238;"CASP-like protein 1D1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FE29]";;
AT4G15610;6689.660046614114;-0.3809311383155492;0.09261404372746142;-4.113103401861261;3.903754227448668e-5;0.0035450968078018217;;;827238;"CASP-like protein 1D1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FE29]";;
AT4G16980;8049.025376582833;0.35509021316711503;0.0862073052553604;4.119026944587569;3.8047566016619916e-5;0.0035045451329387424;;;827406;"Arabinogalactan family protein [Source:UniProtKB/TrEMBL;Acc:Q9FT76]";;
AT4G17090;610.473707309818;0.2635670589543631;0.07109818763285544;3.7070854789632524;2.0965819295726252e-4;0.012733870118230649;CT-BMY;O23553;827419;"Beta-amylase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23553]";BAM3;UniProtKB Gene Name
AT4G17230;537.691056696581;-0.22307073164337318;0.06896752736235975;-3.234431335653741;0.0012188522468132724;0.040893250604006934;SCL13;;827435;"SCARECROW-like 13 [Source:TAIR;Acc:AT4G17230]";SCL13;TAIR Gene Name
AT4G17230;537.691056696581;-0.22307073164337318;0.06896752736235975;-3.234431335653741;0.0012188522468132724;0.040893250604006934;SCL13;Q9M0M5;827435;"SCARECROW-like 13 [Source:TAIR;Acc:AT4G17230]";SCL13;TAIR Gene Name
AT4G17490;472.67279615147316;-0.7421398955882973;0.10502751292087807;-7.066147478398203;1.592941228382576e-12;2.314543604839883e-9;ATERF6;Q8VZ91;827463;"Ethylene-responsive transcription factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ91]";ERF6;UniProtKB Gene Name
AT4G17500;1641.495371978499;-0.5854226665262315;0.14545741716550434;-4.024701372636955;5.704766067171952e-5;0.004644712338052198;ATERF-1;O80337;827464;"Ethylene-responsive transcription factor 1A [Source:UniProtKB/Swiss-Prot;Acc:O80337]";ERF1A;UniProtKB Gene Name
