genes;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;tair_symbol;uniprotswissprot;entrezgene_id;description;external_gene_name;external_gene_source
AT3G02550;243.3250278808774;-1.274779632838433;0.28252781989771203;-4.512049940073022;6.420406567553065e-6;0.0014742772284956527;LBD41;Q9M886;821112;"LOB domain-containing protein 41 [Source:UniProtKB/Swiss-Prot;Acc:Q9M886]";LBD41;UniProtKB Gene Name
AT3G04220;8.775463198240912;-4.4585681771386465;1.1482501090494663;-3.882924235756874;1.0320773357529661e-4;0.010910896784655738;;;819577;"Disease resistance protein (TIR-NBS-LRR class) family [Source:UniProtKB/TrEMBL;Acc:Q9M8X8]";;
AT3G04640;423.29140611076775;-0.9607656502318193;0.1986565861297174;-4.836314108430642;1.322688519099329e-6;5.884586109451285e-4;;;819622;"At3g04640 [Source:UniProtKB/TrEMBL;Acc:Q9SR10]";;
AT3G05500;653.919943475609;-0.6339470056975589;0.18546558661389376;-3.418138196264536;6.305108389007225e-4;0.03905979500797651;;Q9MA63;819715;"REF/SRPP-like protein At3g05500 [Source:UniProtKB/Swiss-Prot;Acc:Q9MA63]";;
AT3G05500;653.919943475609;-0.6339470056975589;0.18546558661389376;-3.418138196264536;6.305108389007225e-4;0.03905979500797651;;;819715;"REF/SRPP-like protein At3g05500 [Source:UniProtKB/Swiss-Prot;Acc:Q9MA63]";;
AT3G05660;25.498593128177635;-1.4385356240285596;0.3749218091883015;-3.836895023906349;1.2459970164074716e-4;0.012731227887742372;AtRLP33;F4J8G2;819733;"Receptor-like protein 33 [Source:UniProtKB/Swiss-Prot;Acc:F4J8G2]";AtRLP33;TAIR Gene Name
AT3G05950;27.95653992041206;4.212667790586063;1.2444239627781173;3.3852351904100937;7.111729172508138e-4;0.04266038665137957;;Q9SFF9;819765;"Germin-like protein subfamily 1 member 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SFF9]";;
AT3G06390;264.3826519621134;1.025127571482348;0.250636850661667;4.090091176840395;4.312036447925857e-5;0.0060666502393936185;;Q9SQU2;819813;"CASP-like protein 1D2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SQU2]";;
AT3G06430;476.2009505218859;0.4349494170036712;0.13048618094810405;3.3332986975582948;8.582275086178648e-4;0.04826897347713689;EMB2750;Q9SQU6;819817;"Pentatricopeptide repeat-containing protein At3g06430, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SQU6]";EMB2750;UniProtKB Gene Name
AT3G06500;200.69017636157147;-0.6431308806779554;0.16208535156160125;-3.967853198834755;7.252298251267068e-5;0.008620552403024064;;B9DFA8;819828;"Alkaline/neutral invertase C, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:B9DFA8]";INVC;UniProtKB Gene Name
AT3G06500;200.69017636157147;-0.6431308806779554;0.16208535156160125;-3.967853198834755;7.252298251267068e-5;0.008620552403024064;;;819828;"Alkaline/neutral invertase C, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:B9DFA8]";INVC;UniProtKB Gene Name
AT3G06620;241.71579084450516;-0.5532816167206902;0.15977375031160068;-3.462906864498368;5.343733288418864e-4;0.03447595902543349;;;819841;"PAS domain-containing protein tyrosine kinase family protein [Source:UniProtKB/TrEMBL;Acc:Q9C902]";;
AT3G07195;113.1139167751826;-0.889483204442371;0.19832033696366685;-4.485083164241135;7.288550113815154e-6;0.001638389344005501;;;819907;"RPM1-interacting protein 4 (RIN4) family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSZ8]";;
AT3G10300;391.98642951844937;-0.7351736757228251;0.20118461706491342;-3.6542240974896054;2.579608887107866e-4;0.021025781597018504;;;820192;"Calcium-binding EF-hand family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LRS6]";;
AT3G10300;391.98642951844937;-0.7351736757228251;0.20118461706491342;-3.6542240974896054;2.579608887107866e-4;0.021025781597018504;;Q8W4L0;820192;"Calcium-binding EF-hand family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LRS6]";;
AT3G10930;103.69037452425552;-0.88973185424162;0.23764503104295978;-3.7439531150170806;1.811474697999733e-4;0.016674156110251852;;;820264;"Uncharacterized protein At3g10930 [Source:UniProtKB/TrEMBL;Acc:Q84TK4]";;
AT3G11520;33.9118217561192;1.2307568234902961;0.35157561585979075;3.500688807670681;4.6405738510665667e-4;0.03109970959733438;"CYCB1;3";Q39069;820325;"Cyclin-B1-3 [Source:UniProtKB/Swiss-Prot;Acc:Q39069]";CYCB1-3;UniProtKB Gene Name
AT3G11520;33.9118217561192;1.2307568234902961;0.35157561585979075;3.500688807670681;4.6405738510665667e-4;0.03109970959733438;"CYCB1;3";;820325;"Cyclin-B1-3 [Source:UniProtKB/Swiss-Prot;Acc:Q39069]";CYCB1-3;UniProtKB Gene Name
AT3G11820;716.0181164873343;-0.6380602671894081;0.14078354451579883;-4.532207719189827;5.837040921041722e-6;0.001385000098542733;SYP121;;820355;"SYR1 [Source:UniProtKB/TrEMBL;Acc:A0A178VIM4]";SYP121;UniProtKB Gene Name
AT3G11820;716.0181164873343;-0.6380602671894081;0.14078354451579883;-4.532207719189827;5.837040921041722e-6;0.001385000098542733;SYP121;Q9ZSD4;820355;"SYR1 [Source:UniProtKB/TrEMBL;Acc:A0A178VIM4]";SYP121;UniProtKB Gene Name
AT3G11840;46.33882626308636;-1.1156048323684016;0.30166652215488404;-3.6981393374357223;2.1718566532396953e-4;0.019244812792503604;PUB24;Q9SF15;820357;"E3 ubiquitin-protein ligase PUB24 [Source:UniProtKB/Swiss-Prot;Acc:Q9SF15]";PUB24;UniProtKB Gene Name
AT3G12920;304.55258047165165;0.5471601974846219;0.15566093793476402;3.51507709476819;4.396263434763379e-4;0.029994314903952702;;Q9LDD1;820477;"Probable BOI-related E3 ubiquitin-protein ligase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDD1]";BRG3;UniProtKB Gene Name
AT3G13080;388.297449022495;-0.9592887137281916;0.2386124062884333;-4.0202801214309405;5.812898132342116e-5;0.007662619729392956;ATMRP3;Q9LK64;820496;"MRP3 [Source:UniProtKB/TrEMBL;Acc:A0A178VHA7]";ABCC3;UniProtKB Gene Name
AT3G13080;388.297449022495;-0.9592887137281916;0.2386124062884333;-4.0202801214309405;5.812898132342116e-5;0.007662619729392956;ATMRP3;;820496;"MRP3 [Source:UniProtKB/TrEMBL;Acc:A0A178VHA7]";ABCC3;UniProtKB Gene Name
AT3G13100;21.657432338357303;-1.737508596459464;0.47487722951582934;-3.658858518507986;2.5334114558002267e-4;0.020964124306548673;ATMRP7;;820498;"ABC transporter C family member 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LK62]";ABCC7;UniProtKB Gene Name
AT3G13100;21.657432338357303;-1.737508596459464;0.47487722951582934;-3.658858518507986;2.5334114558002267e-4;0.020964124306548673;ATMRP7;Q9LK62;820498;"ABC transporter C family member 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LK62]";ABCC7;UniProtKB Gene Name
AT3G13433;7.882751041174017;-5.830153555348328;1.2385057051256176;-4.707409526835401;2.508845691851339e-6;8.408070188541953e-4;;;7922438;"Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:F4JDB5]";;
AT3G13510;248.08184194787844;0.6714854894281718;0.1668787823355941;4.023791880730594;5.7268529743982345e-5;0.00759608355703567;;;820553;"AT3g13510/MRP15_15 [Source:UniProtKB/TrEMBL;Acc:Q9LJE0]";;
AT3G13650;143.67043675429844;-1.3471221791563959;0.3532123354673064;-3.8139160043041205;1.3678197384507738e-4;0.013460732956044366;;Q9LID5;820569;"Dirigent protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LID5]";DIR7;UniProtKB Gene Name
AT3G13790;644.3722695645948;-0.4911163516372026;0.13873588690407043;-3.53993737739095;4.002219868298975e-4;0.028114278055106783;ATBFRUCT1;;820591;"Beta-fructofuranosidase, insoluble isoenzyme CWINV1 [Source:UniProtKB/Swiss-Prot;Acc:Q43866]";CWINV1;UniProtKB Gene Name
AT3G13790;644.3722695645948;-0.4911163516372026;0.13873588690407043;-3.53993737739095;4.002219868298975e-4;0.028114278055106783;ATCWINV1;;820591;"Beta-fructofuranosidase, insoluble isoenzyme CWINV1 [Source:UniProtKB/Swiss-Prot;Acc:Q43866]";CWINV1;UniProtKB Gene Name
AT3G13790;644.3722695645948;-0.4911163516372026;0.13873588690407043;-3.53993737739095;4.002219868298975e-4;0.028114278055106783;ATBFRUCT1;Q43866;820591;"Beta-fructofuranosidase, insoluble isoenzyme CWINV1 [Source:UniProtKB/Swiss-Prot;Acc:Q43866]";CWINV1;UniProtKB Gene Name
AT3G13790;644.3722695645948;-0.4911163516372026;0.13873588690407043;-3.53993737739095;4.002219868298975e-4;0.028114278055106783;ATCWINV1;Q43866;820591;"Beta-fructofuranosidase, insoluble isoenzyme CWINV1 [Source:UniProtKB/Swiss-Prot;Acc:Q43866]";CWINV1;UniProtKB Gene Name
AT3G15500;190.6823689045415;-1.059943181226132;0.2264711820521678;-4.680256320567857;2.8651647617844013e-6;8.996155476002586e-4;ATNAC3;Q9LDY8;820789;"NAC3 [Source:UniProtKB/TrEMBL;Acc:A0A178VLD3]";NAC055;UniProtKB Gene Name
AT3G16510;57.23442833728418;-0.9752623496745191;0.2629528234243217;-3.7088871569207598;2.0817217086524783e-4;0.018522986286780698;;;820899;"At3g16510 [Source:UniProtKB/TrEMBL;Acc:Q9LK74]";;
AT3G18250;358.0425587916341;-2.2733474402384384;0.665127062312876;-3.417914514458675;6.310292333295198e-4;0.03905979500797651;;;821353;"Putative membrane lipoprotein [Source:UniProtKB/TrEMBL;Acc:Q6E248]";;
AT3G18830;340.5810940402298;-0.8063898826407901;0.178044189510087;-4.529155850913655;5.921980657084578e-6;0.0013897131530993534;ATPLT5;Q8VZ80;821416;"PMT5 [Source:UniProtKB/TrEMBL;Acc:A0A178V5Y2]";PLT5;UniProtKB Gene Name
AT3G18930;267.6316980802369;-0.5383773687995436;0.154698187660412;-3.4801789015225606;5.010790646402736e-4;0.03282375283862897;;Q67YI6;821425;"RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:A0A178VLB0]";ATL65;UniProtKB Gene Name
AT3G19010;295.25915386722994;-0.629963377438334;0.17755126307536462;-3.5480647477620897;3.8807281020690894e-4;0.027532541069662925;;;821434;"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LJ65]";;
AT3G22060;1475.5435452899687;-0.5077265171266042;0.12950576818194684;-3.920493459513578;8.836783451757336e-5;0.009828620344389475;;Q9LRJ9;821768;"Cysteine-rich repeat secretory protein 38 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRJ9]";CRRSP38;UniProtKB Gene Name
AT3G22910;226.98035658001623;-2.196494603883961;0.6089198739031491;-3.607198086350063;3.095213644409156e-4;0.023522522197992002;;Q9LIK7;821863;"Putative calcium-transporting ATPase 13, plasma membrane-type [Source:UniProtKB/Swiss-Prot;Acc:Q9LIK7]";ACA13;UniProtKB Gene Name
AT3G23250;63.83581104083804;-1.8021539210730448;0.47040370650608904;-3.8310793391882365;1.2758235384915766e-4;0.012973910316422674;MYB15;Q9LTC4;821904;"Transcription factor MYB15 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTC4]";MYB15;TAIR Gene Name
AT3G23250;63.83581104083804;-1.8021539210730448;0.47040370650608904;-3.8310793391882365;1.2758235384915766e-4;0.012973910316422674;MYB15;;821904;"Transcription factor MYB15 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTC4]";MYB15;TAIR Gene Name
AT3G23670;69.03625686328856;0.9223554846567636;0.23366101288924157;3.947408569584402;7.900167288544334e-5;0.009119355267398068;PAKRP1L;;821947;"Kinesin-like protein KIN-12B [Source:UniProtKB/Swiss-Prot;Acc:Q8L7Y8]";KIN12B;UniProtKB Gene Name
AT3G23670;69.03625686328856;0.9223554846567636;0.23366101288924157;3.947408569584402;7.900167288544334e-5;0.009119355267398068;PAKRP1L;Q8L7Y8;821947;"Kinesin-like protein KIN-12B [Source:UniProtKB/Swiss-Prot;Acc:Q8L7Y8]";KIN12B;UniProtKB Gene Name
AT3G25600;583.1891989895635;-0.68978898258050525;0.16415497347938823;-4.202059602337404;2.6449746764429076e-5;0.004518674737235063;;Q9LI84;822147;"Probable calcium-binding protein CML16 [Source:UniProtKB/Swiss-Prot;Acc:Q9LI84]";CML16;UniProtKB Gene Name
AT3G25610;124.86063953153058;-0.8369585741117522;0.24042441483852336;-3.4811713056424827;4.992260943415785e-4;0.03280299459896741;;Q9LI83;822148;"Phospholipid-transporting ATPase 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9LI83]";ALA10;UniProtKB Gene Name
AT3G25780;134.90711353951855;-1.1689077810817348;0.2480094314506564;-4.713158585318958;2.439062265449267e-6;8.408070188541953e-4;AOC3;Q9LS01;822169;"Allene oxide cyclase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LS01]";AOC3;UniProtKB Gene Name
AT3G26060;4299.613586524097;0.4219152162428055;0.12423199278823764;3.3961881056032825;6.833138272669604e-4;0.04145501926501687;ATPRX Q;;822203;"Thioredoxin superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JBC9]";ATPRX Q;TAIR Gene Name
AT3G26060;4299.613586524097;0.4219152162428055;0.12423199278823764;3.3961881056032825;6.833138272669604e-4;0.04145501926501687;ATPRX Q;Q9LU86;822203;"Thioredoxin superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JBC9]";ATPRX Q;TAIR Gene Name
AT3G26210;230.36087296388263;-0.789253410231837;0.2078018239011559;-3.7981062697854733;1.4580581271511555e-4;0.014089063939055622;CYP71B23;Q9LTM0;822222;"Cytochrome P450 71B23 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTM0]";CYP71B23;UniProtKB Gene Name
AT3G26350;3.383839722452481;5.228922390727846;1.335613633464304;3.914996268168594;9.040560616539305e-5;0.009951606802381281;;;822239;"Proline-rich receptor-like kinase [Source:UniProtKB/TrEMBL;Acc:Q9LIP1]";;
AT3G26500;70.56390466769734;-1.0276177773153437;0.30038302610217116;-3.421024785088268;6.238564653158301e-4;0.03895454624801039;PIRL2;Q9LRV8;822257;"Plant intracellular Ras-group-related LRR protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRV8]";PIRL2;UniProtKB Gene Name
AT3G28210;115.76265623088838;-1.3841470543792356;0.3797104230823948;-3.6452701064750186;2.671111047154043e-4;0.021606657731808556;PMZ;Q67YE6;822447;"Zinc finger AN1 domain-containing stress-associated protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q67YE6]";SAP12;UniProtKB Gene Name
AT3G28340;223.13587970532018;-0.9353656463510897;0.23523546490567201;-3.9762951845979755;6.999723092896868e-5;0.008445146138350996;GATL10;Q9LHD2;822462;"Hexosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8QNM3]";GATL10;UniProtKB Gene Name
AT3G28580;118.42954933145997;-3.0837182249692527;0.7982196851970385;-3.863245021585812;1.118906765421394e-4;0.011712869595869544;;;822488;"AAA-ATPase At3g28580 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJJ7]";;
AT3G28580;118.42954933145997;-3.0837182249692527;0.7982196851970385;-3.863245021585812;1.118906765421394e-4;0.011712869595869544;;Q9LJJ7;822488;"AAA-ATPase At3g28580 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJJ7]";;
AT3G29000;38.13257943418572;-1.822470151162096;0.3396962406512563;-5.364999470315321;8.094945683108548e-8;6.402502409732705e-5;;Q9MBG5;822540;"Probable calcium-binding protein CML45 [Source:UniProtKB/Swiss-Prot;Acc:Q9MBG5]";CML45;UniProtKB Gene Name
AT3G44450;559.1620724495368;0.5913449334982047;0.1283150019640878;4.608540891139974;4.05504631112896e-6;0.0010527076897604156;;Q9M280;823570;"Protein BIC2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M280]";BIC2;UniProtKB Gene Name
AT3G46230;165.6843611151356;-1.4969448074499847;0.3255142695192915;-4.59870717698681;4.251208173231089e-6;0.0010680535357570579;ATHSP17.4;P19036;823768;"17.4 kDa class I heat shock protein [Source:UniProtKB/Swiss-Prot;Acc:P19036]";HSP17.4A;UniProtKB Gene Name
AT3G46280;446.7720607120944;-1.5154842494248286;0.23317736664157304;-6.499276800541043;8.070704499309478e-11;2.154373682284424e-7;;;823773;"Kinase-like protein [Source:UniProtKB/TrEMBL;Acc:Q8GYH9]";;
AT3G47480;258.62547802304056;-2.6257980627066644;0.689196413785816;-3.809941564093357;1.3899964189257525e-4;0.013554051838428971;;Q9SN89;823902;"Probable calcium-binding protein CML47 [Source:UniProtKB/Swiss-Prot;Acc:Q9SN89]";CML47;UniProtKB Gene Name
AT3G47570;77.20571490532491;-0.9410012059277488;0.2357201625763251;-3.9920267983993813;6.55109673265506e-5;0.008074240829298165;;C0LGP4;823911;"Probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Source:UniProtKB/Swiss-Prot;Acc:C0LGP4]";;
AT3G48090;121.58503623418915;-1.0563182706912317;0.2776674422714563;-3.804256855071047;1.422305390053119e-4;0.013806059820265615;EDS1;Q9SU72;823964;"Protein EDS1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SU72]";EDS1;UniProtKB Gene Name
AT3G48090;121.58503623418915;-1.0563182706912317;0.2776674422714563;-3.804256855071047;1.422305390053119e-4;0.013806059820265615;EDS1;Q9XF23;823964;"Protein EDS1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SU72]";EDS1;UniProtKB Gene Name
AT3G48090;121.58503623418915;-1.0563182706912317;0.2776674422714563;-3.804256855071047;1.422305390053119e-4;0.013806059820265615;EDS1;;823964;"Protein EDS1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SU72]";EDS1;UniProtKB Gene Name
AT3G48360;2874.8240952755496;-0.7986164238072949;0.1953255786055574;-4.088642304344735;4.339053304338913e-5;0.0060666502393936185;BT2;;823994;"BTB/POZ and TAZ domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q94BN0]";BT2;UniProtKB Gene Name
AT3G48360;2874.8240952755496;-0.7986164238072949;0.1953255786055574;-4.088642304344735;4.339053304338913e-5;0.0060666502393936185;BT2;Q94BN0;823994;"BTB/POZ and TAZ domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q94BN0]";BT2;UniProtKB Gene Name
AT3G48760;326.66721834468785;-0.46127325813965075;0.1384610698157682;-3.3314292512213433;8.640125926093511e-4;0.04830101810254631;;Q9M306;824037;"Probable protein S-acyltransferase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9M306]";PAT05;UniProtKB Gene Name
AT3G50260;179.9416316580763;-0.8262536435396579;0.21249956476759674;-3.8882604039368376;1.0096527096713876e-4;0.010780566807516241;CEJ1;Q9SNE1;824188;"Ethylene-responsive transcription factor ERF011 [Source:UniProtKB/Swiss-Prot;Acc:Q9SNE1]";ERF011;UniProtKB Gene Name
AT3G50480;934.8985539681617;-1.5109548806475332;0.3694823608537698;-4.0893829874750764;4.325221924765367e-5;0.0060666502393936185;HR4;Q9C5Z7;824212;"RPW8-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCS6]";HR4;UniProtKB Gene Name
AT3G50480;934.8985539681617;-1.5109548806475332;0.3694823608537698;-4.0893829874750764;4.325221924765367e-5;0.0060666502393936185;HR4;Q9SCS6;824212;"RPW8-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCS6]";HR4;UniProtKB Gene Name
AT3G50760;32.75351877679119;-1.7445894346076276;0.5152753590540847;-3.3857420191997005;7.098608348865764e-4;0.04266038665137957;GATL2;Q9S7G2;824240;"Probable galacturonosyltransferase-like 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7G2]";GATL2;UniProtKB Gene Name
AT3G50900;119.53573696256657;-0.7706621082075096;0.2179254174029407;-3.536357150953931;4.0568583369464574e-4;0.02831183326323255;;;824254;"At3g50900 [Source:UniProtKB/TrEMBL;Acc:Q9SVK9]";;
AT3G50930;203.722430718172;-1.463401010022526;0.33257945754415214;-4.400154539996656;1.0817381217026737e-5;0.0022000492941867235;BCS1;Q8VZG2;824257;"Protein HYPER-SENSITIVITY-RELATED 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZG2]";HSR4;UniProtKB Gene Name
AT3G52400;434.2940663558162;-0.9832592549125588;0.2135576940138354;-4.604185578295569;4.140830996950359e-6;0.0010527076897604156;SYP122;Q9SVC2;824405;"Syntaxin-122 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVC2]";SYP122;UniProtKB Gene Name
AT3G54150;52.506726193879686;-1.9829473149975367;0.4653269776427303;-4.261406301957434;2.0314452294894126e-5;0.003707821613311659;;;824582;"Embryonic abundant protein-like [Source:UniProtKB/TrEMBL;Acc:Q9M389]";;
AT3G55630;724.7392824505689;0.49391247382946973;0.14096024830696569;3.5039131936962016;4.5847478180287797e-4;0.030983319510760946;ATDFD;;824729;"Folylpolyglutamate synthase [Source:UniProtKB/Swiss-Prot;Acc:Q8W035]";FPGS3;UniProtKB Gene Name
AT3G55630;724.7392824505689;0.49391247382946973;0.14096024830696569;3.5039131936962016;4.5847478180287797e-4;0.030983319510760946;ATDFD;Q8W035;824729;"Folylpolyglutamate synthase [Source:UniProtKB/Swiss-Prot;Acc:Q8W035]";FPGS3;UniProtKB Gene Name
AT3G55980;982.6197526772353;-0.9398811064956181;0.15887634541958237;-5.915802657805676;3.3026099933019166e-9;5.037659743354459e-6;SZF1;Q93ZS9;824764;"Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4]";SZF1;TAIR Gene Name
AT3G55980;982.6197526772353;-0.9398811064956181;0.15887634541958237;-5.915802657805676;3.3026099933019166e-9;5.037659743354459e-6;SZF1;;824764;"Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4]";SZF1;TAIR Gene Name
AT3G56400;798.1113967441784;-2.3557173087911276;0.627418136198853;-3.7546209981480514;1.7360396595705237e-4;0.01604897269702534;WRKY70;Q9LY00;824807;"Probable WRKY transcription factor 70 [Source:UniProtKB/Swiss-Prot;Acc:Q9LY00]";WRKY70;UniProtKB Gene Name
AT3G57450;1653.178867845485;-0.635743175633841;0.1531955690708877;-4.149879657026279;3.3265011865802876e-5;0.0052233406499575035;;;28719408;"At3g57450 [Source:UniProtKB/TrEMBL;Acc:Q9SCM7]";;
AT3G57550;758.846646599791;-0.6353700789833737;0.15507130737103048;-4.09727685769205;4.180388161049018e-5;0.0060666502393936185;AGK2;;824922;"Guanylate kinase [Source:UniProtKB/TrEMBL;Acc:F4J3E9]";AGK2;TAIR Gene Name
AT3G57550;758.846646599791;-0.6353700789833737;0.15507130737103048;-4.09727685769205;4.180388161049018e-5;0.0060666502393936185;AGK2;Q9M682;824922;"Guanylate kinase [Source:UniProtKB/TrEMBL;Acc:F4J3E9]";AGK2;TAIR Gene Name
AT3G57760;72.1683100006791;-0.9291190599374809;0.23280219166358898;-3.9910236810833175;6.57887101052625e-5;0.008074240829298165;;;824945;"AT3g57760/F15B8_50 [Source:UniProtKB/TrEMBL;Acc:Q9SVZ0]";;
AT3G58070;31.785695167573685;2.2662466195001514;0.3941124649714281;5.750253597445711;8.910968556215814e-9;1.145688014998001e-5;GIS;Q84WI0;824976;"GIS [Source:UniProtKB/TrEMBL;Acc:A0A178V7D1]";GIS;UniProtKB Gene Name
AT3G59350;1705.8783433083963;-0.6234307494471473;0.18612065607007586;-3.349605372186206;8.092676765490449e-4;0.04693098730209823;;;825104;"Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LM53]";;
AT3G59350;1705.8783433083963;-0.6234307494471473;0.18612065607007586;-3.349605372186206;8.092676765490449e-4;0.04693098730209823;;B9DFG5;825104;"Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LM53]";;
AT3G59880;166.1836911325264;-0.891571276476647;0.21416387614730797;-4.163032965762158;3.140480060868579e-5;0.00500484714177974;;;825158;"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q5BPM7]";;
AT3G59930;530.7397549642658;1.0381295377756767;0.25346980703197075;4.095673366117073;4.209430801712541e-5;0.0060666502393936185;;Q94JR6;825163;"Defensin-like protein 206 [Source:UniProtKB/Swiss-Prot;Acc:Q94JR6]";;
AT3G60140;87.5175407853524;-3.7431093007927405;1.0179556949895268;-3.677084689654643;2.3591473350990312e-4;0.02020539534143388;DIN2;Q9M1C9;825184;"Beta-glucosidase 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1C9]";BGLU30;UniProtKB Gene Name
AT3G60140;87.5175407853524;-3.7431093007927405;1.0179556949895268;-3.677084689654643;2.3591473350990312e-4;0.02020539534143388;DIN2;;825184;"Beta-glucosidase 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1C9]";BGLU30;UniProtKB Gene Name
AT3G60420;189.59241572327005;-2.2518432660924566;0.6420886924297364;-3.5070595271990017;4.530877794609846e-4;0.03081429786748193;;;825213;"Phosphoglycerate mutase family protein [Source:UniProtKB/TrEMBL;Acc:F4JBT8]";;
AT3G60966;16.068648119616253;-3.0067333581494284;0.7373074703945831;-4.077991175839195;4.542649021297204e-5;0.006258598054825922;;;3769752;"RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q1G3N1]";;
AT3G61190;93.60099841270777;-1.035263963140603;0.26569694588302095;-3.8964089696251207;9.762947827441887e-5;0.010583134561168604;BAP1;Q941L2;825291;"BON1-associated protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q941L2]";BAP1;UniProtKB Gene Name
AT3G61390;33.199982158606524;-3.221880571772903;0.9039320254753906;-3.5642951914204724;3.648351910047414e-4;0.026321133459142748;;;825311;"U-box domain-containing protein 36 [Source:UniProtKB/Swiss-Prot;Acc:Q8GZ84]";PUB36;UniProtKB Gene Name
AT3G61390;33.199982158606524;-3.221880571772903;0.9039320254753906;-3.5642951914204724;3.648351910047414e-4;0.026321133459142748;;Q8GZ84;825311;"U-box domain-containing protein 36 [Source:UniProtKB/Swiss-Prot;Acc:Q8GZ84]";PUB36;UniProtKB Gene Name
AT3G62760;7.891819119471548;-5.826667152224412;1.0778327775795002;-5.405910149911581;6.44801161195453e-8;5.791551852726738e-5;ATGSTF13;Q9LZI9;825451;"Glutathione S-transferase F13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZI9]";GSTF13;UniProtKB Gene Name
AT3G62760;7.891819119471548;-5.826667152224412;1.0778327775795002;-5.405910149911581;6.44801161195453e-8;5.791551852726738e-5;ATGSTF13;P42769;825451;"Glutathione S-transferase F13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZI9]";GSTF13;UniProtKB Gene Name
AT3G63170;208.80616819266217;0.4651910078683373;0.13790617630247848;3.373242738947413;7.42884302701305e-4;0.044067484122739906;;Q9M1X2;825492;"Fatty-acid-binding protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1X2]";FAP1;UniProtKB Gene Name
AT4G00050;146.81744514229138;0.7505377252398857;0.2052155632530798;3.6573138671470713;2.548722144337229e-4;0.020964124306548673;UNE10;;828175;"Transcription factor UNE10 [Source:UniProtKB/Swiss-Prot;Acc:Q8GZ38]";UNE10;UniProtKB Gene Name
AT4G00050;146.81744514229138;0.7505377252398857;0.2052155632530798;3.6573138671470713;2.548722144337229e-4;0.020964124306548673;UNE10;Q8GZ38;828175;"Transcription factor UNE10 [Source:UniProtKB/Swiss-Prot;Acc:Q8GZ38]";UNE10;UniProtKB Gene Name
